Song,Artist,Date,Streams,Url,Track_Id,Rank
Verte Ir,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",2019-04-26,"12,408,121",https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR,4lzxJ4jCuFDXXGkE1LmpKR,25
Dancing With A Stranger (with Normani),Sam Smith,2019-04-26,"12,254,073",https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,6Qs4SXO9dwPj5GKvVOv8Ki,26
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,2019-04-26,"12,244,916",https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,1wJRveJZLSb1rjhnUHQiv6,27
Without Me,Halsey,2019-04-26,"12,053,585",https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,5p7ujcrUXASCNwRaWNHR1C,28
Te Robaré,"Nicky Jam, Ozuna",2019-04-26,"11,739,175",https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw,6v0lAdFF4haL8xjBIUjtOw,29
i'm so tired...,"Lauv, Troye Sivan",2019-04-26,"11,663,589",https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,7COXchtUOMd6uIT6HvmRaI,30
Con Altura,"ROSALÍA, J Balvin, El Guincho",2019-04-26,"11,590,692",https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,2qG5sZ7Si6sdK74qLxedYM,31
MIDDLE CHILD,J. Cole,2019-04-26,"11,531,344",https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,2JvzF1RMd7lE3KmFlsyZD8,32
Tal Vez,Paulo Londra,2019-04-26,"11,334,449",https://open.spotify.com/track/46lvmzK8wxAy66tjzXXSh0,46lvmzK8wxAy66tjzXXSh0,33
Earth,Lil Dicky,2019-04-26,"11,205,066",https://open.spotify.com/track/2S1LebN6AXXQqJolBxlWgO,2S1LebN6AXXQqJolBxlWgO,34
"thank u, next",Ariana Grande,2019-04-26,"11,198,965",https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,3e9HZxeyfWwjeyPAMmWSSQ,35
lovely,"Billie Eilish, Khalid",2019-04-26,"11,067,827",https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf,1NJcg626wLln4pGHpiV7mf,36
Secreto,"Anuel AA, KAROL G",2019-04-26,"11,034,407",https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,5W83ErFkO3aKAIS1WMi6u0,37
"break up with your girlfriend, i'm bored",Ariana Grande,2019-04-26,"11,010,307",https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,4kV4N9D1iKVxx1KLvtTpjS,38
On My Way,"Alan Walker, Sabrina Carpenter, Farruko",2019-04-26,"10,889,325",https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq,4n7jnSxVLd8QioibtTDBDq,39
Let Me Down Slowly,Alec Benjamin,2019-04-26,"10,815,393",https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,2qxmye6gAegTMjLKEBoR3d,40
Sanguine Paradise,Lil Uzi Vert,2019-04-26,"10,625,080",https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN,3XiNC94b4Tq1xwv70sQJGN,41
High Hopes,Panic! At The Disco,2019-04-26,"10,585,854",https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,1rqqCSm0Qe4I9rUvWncaom,42
So Am I,Ava Max,2019-04-26,"10,521,225",https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7,0uUNN1nSoUx1A4fkDCWDQ7,43
Someone You Loved,Lewis Capaldi,2019-04-26,"10,206,789",https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc,2TIlqbIneP0ZY1O0EzYLlc,44
Going Bad (feat. Drake),Meek Mill,2019-04-26,"9,981,529",https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,2IRZnDFmlqMuOrYOLnZZyc,45
Baila Baila Baila,Ozuna,2019-04-26,"9,919,229",https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG,7uH27oIt4a6cIFCA8ZPcyG,46
Power is Power (feat. The Weeknd & Travis Scott),"SZA, Game of Thrones",2019-04-26,"9,734,321",https://open.spotify.com/track/4cbdPT6uaBOgOQe3fLMofl,4cbdPT6uaBOgOQe3fLMofl,47
Murder On My Mind,YNW Melly,2019-04-26,"9,626,176",https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,7eBqSVxrzQZtK2mmgRG6lC,48
Truth Hurts,Lizzo,2019-04-26,"9,099,342",https://open.spotify.com/track/4HFpIAtiojlAuYNmITpYGn,4HFpIAtiojlAuYNmITpYGn,49
you should see me in a crown,Billie Eilish,2019-04-26,"9,070,614",https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d,3XF5xLJHOQQRbWya6hBp7d,50
Eastside (with Halsey & Khalid),benny blanco,2019-04-26,"8,896,715",https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,7FGq80cy8juXBCD2nrqdWU,51
"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")","Kygo, Rita Ora",2019-04-26,"8,838,322",https://open.spotify.com/track/3y3brCCecHC3Db18aIOnny,3y3brCCecHC3Db18aIOnny,52
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2019-04-26,"8,815,176",https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,4w8niZpiMy6qz1mntFA5uM,53
Who Do You Love,"The Chainsmokers, 5 Seconds of Summer",2019-04-26,"8,761,561",https://open.spotify.com/track/5QiNbIilmMiMBXvaAlf7lN,5QiNbIilmMiMBXvaAlf7lN,54
Walk Me Home,P!nk,2019-04-26,"8,647,234",https://open.spotify.com/track/6jfEZdUJ2Yla6h7gTJgKuo,6jfEZdUJ2Yla6h7gTJgKuo,55
Pure Water (with Migos),Mustard,2019-04-26,"8,594,070",https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp,63cd4JkwGgYJrbOizbfmsp,56
Better,Khalid,2019-04-26,"8,586,096",https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,6zeeWid2sgw4lap2jV61PZ,57
Bohemian Rhapsody - 2011 Mix,Queen,2019-04-26,"8,497,635",https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,4u7EnebtmKWzUH433cf5Qv,58
Better Now,Post Malone,2019-04-26,"8,491,865",https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,7dt6x5M1jzdTEt8oCbisTK,59
Te Vi,"Piso 21, Micro TDH",2019-04-26,"8,449,972",https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd,059bcIhyc2SBwm6sw2AZzd,60
all the good girls go to hell,Billie Eilish,2019-04-26,"8,441,114",https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx,6IRdLKIyS4p7XNiP8r6rsx,61
Piece Of Your Heart,"MEDUZA, Goodboys",2019-04-26,"8,436,545",https://open.spotify.com/track/5p1ex0pXv6jSPJ6QbumQpD,5p1ex0pXv6jSPJ6QbumQpD,62
Paradise,Bazzi,2019-04-26,"8,412,802",https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG,7njKgVl3AnLflRad38o7AG,63
Vossi Bop,Stormzy,2019-04-26,"8,245,515",https://open.spotify.com/track/44ZJ4hLD5onikKsVLQaILr,44ZJ4hLD5onikKsVLQaILr,64
MIA (feat. Drake),Bad Bunny,2019-04-26,"8,233,607",https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,116H0KvKr2Zl4RPuVBruDO,65
Light It Up (with Tyga & Chris Brown),Marshmello,2019-04-26,"8,224,969",https://open.spotify.com/track/4Q8aDd3H6LF8t4eY7So9O8,4Q8aDd3H6LF8t4eY7So9O8,66
Giant (with Rag'n'Bone Man),Calvin Harris,2019-04-26,"8,118,611",https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd,5itOtNx0WxtJmi1TQ3RuRd,67
Desconocidos,"Mau y Ricky, Manuel Turizo, Camilo",2019-04-26,"8,112,593",https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ,0s5DNDV6LAKn2u2Ufa3VjQ,68
Be Alright,Dean Lewis,2019-04-26,"8,070,338",https://open.spotify.com/track/2H4gf1wLxvYreMj1jcaN0k,2H4gf1wLxvYreMj1jcaN0k,69
Outta My Head (with John Mayer),Khalid,2019-04-26,"8,064,802",https://open.spotify.com/track/09oZ9eXQ2fo6YDrPzJqAoP,09oZ9eXQ2fo6YDrPzJqAoP,70
my strange addiction,Billie Eilish,2019-04-26,"8,057,061",https://open.spotify.com/track/3Tc57t9l2O8FwQZtQOvPXK,3Tc57t9l2O8FwQZtQOvPXK,71
SICKO MODE,Travis Scott,2019-04-26,"7,985,739",https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2xLMifQCjDGFmkHkpNLD9h,72
Contra La Pared,"Sean Paul, J Balvin",2019-04-26,"7,885,122",https://open.spotify.com/track/3JjaofJ0lCeEsFSZqppzOp,3JjaofJ0lCeEsFSZqppzOp,73
rockstar (feat. 21 Savage),Post Malone,2019-04-26,"7,742,673",https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,0e7ipj03S05BNilyu5bRzt,74
3 Nights,Dominic Fike,2019-04-26,"7,708,615",https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u,1tNJrcVe6gwLEiZCtprs1u,75
Adan y Eva,Paulo Londra,2019-04-26,"7,619,684",https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk,6FyRXC8tJUh863JCkyWqtk,76
Girls Like You (feat. Cardi B),Maroon 5,2019-04-26,"7,597,091",https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,7fa9MBXhVfQ8P8Df9OEbD8,77
xanny,Billie Eilish,2019-04-26,"7,538,350",https://open.spotify.com/track/4QIo4oxwzzafcBWkKjDpXY,4QIo4oxwzzafcBWkKjDpXY,78
Floating (feat. 21 Savage),ScHoolboy Q,2019-04-26,"7,299,902",https://open.spotify.com/track/4NN6N5TxBO5k9uqu0W4gfQ,4NN6N5TxBO5k9uqu0W4gfQ,79
Lucid Dreams,Juice WRLD,2019-04-26,"7,250,620",https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,285pBltuF7vW8TeWk8hdRR,80
Robbery,Juice WRLD,2019-04-26,"7,241,528",https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,6Hj9jySrnFppAI0sEMCZpJ,81
Que Mas Pues - Remix,"Sech, Justin Quiles, Maluma, Nicky Jam, Farruko, Dalex, Lenny Tavárez",2019-04-26,"7,138,207",https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD,7fODjB7BrQTGqh0hogW6XD,82
Un Año,"Sebastian Yatra, Reik",2019-04-26,"6,999,939",https://open.spotify.com/track/2vrpcQNg6itmgVZWsNjWe0,2vrpcQNg6itmgVZWsNjWe0,83
Bad Liar,Imagine Dragons,2019-04-26,"6,990,972",https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,2RSHsoi04658QL5xgQVov3,84
Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,2019-04-26,"6,948,310",https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,5JEx7HbmvHQQswJCsoo9rA,85
Shape of You,Ed Sheeran,2019-04-26,"6,941,231",https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,7qiZfU4dY1lWllzX7mPBI3,86
"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,2019-04-26,"6,932,644",https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt,1WSGTYKLEpKfNQYYW5Oymt,87
Sixteen,Ellie Goulding,2019-04-26,"6,885,971",https://open.spotify.com/track/4PkIDTPGedm0enzdvilLNd,4PkIDTPGedm0enzdvilLNd,88
SAD!,XXXTENTACION,2019-04-26,"6,865,188",https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,3ee8Jmje8o58CHK66QrVC2,89
Otro Trago,"Sech, Darell",2019-04-26,"6,855,804",https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr,1Ej96GIBCTvgH7tNX1r3qr,90
Look Back at It,A Boogie Wit da Hoodie,2019-04-26,"6,796,760",https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,3Ol2xnObFdKV9pmRD2t9x8,91
Esclavo de Tus Besos,"Manuel Turizo, Ozuna",2019-04-26,"6,749,014",https://open.spotify.com/track/3g4UyIcQwutiG0TfW32GnX,3g4UyIcQwutiG0TfW32GnX,92
Amanece,"Anuel AA, Haze",2019-04-26,"6,725,655",https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH,1LiN0Z98FkR1t0m8KmLcAH,93
Saturday Nights,Khalid,2019-04-26,"6,656,916",https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,5kfNriitmkNE8mUbZ7gbq8,94
Mixed Personalities (feat. Kanye West),YNW Melly,2019-04-26,"6,629,113",https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL,6vWEAOUSxohKxhp0K1BsxL,95
Youngblood,5 Seconds of Summer,2019-04-26,"6,595,733",https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,2iUXsYOEPhVqEBwsqP70rE,96
Drip Too Hard (Lil Baby & Gunna),Lil Baby,2019-04-26,"6,343,454",https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,78QR3Wp35dqAhFEc2qAGjE,97
Envy Me,Calboy,2019-04-26,"6,336,548",https://open.spotify.com/track/05t7JMip6JrLuSrMV5yYjX,05t7JMip6JrLuSrMV5yYjX,98
CHopstix (feat. Travis Scott),ScHoolboy Q,2019-04-26,"6,317,461",https://open.spotify.com/track/2EGtBS7Ws3ajiSkJLviFJ4,2EGtBS7Ws3ajiSkJLviFJ4,99
Moonlight,XXXTENTACION,2019-04-26,"6,307,659",https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,0JP9xo3adEtGSdUEISiszL,100
Ella Quiere Beber - Remix,"Anuel AA, Romeo Santos",2019-04-26,"6,278,442",https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw,3f5lA8nnc4YYF1qf78WpHw,101
Believer,Imagine Dragons,2019-04-26,"6,173,838",https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,0pqnGHJpmpxLKifKRmU6WP,102
i love you,Billie Eilish,2019-04-26,"6,162,507",https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc,6CcJMwBtXByIz4zQLzFkKc,103
Drugs & The Internet,Lauv,2019-04-26,"6,157,312",https://open.spotify.com/track/4SHhui9S7lFYGHXikfneGo,4SHhui9S7lFYGHXikfneGo,104
Faucet Failure,Ski Mask The Slump God,2019-04-26,"6,144,807",https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN,1ThmUihH9dF8EV08ku5AXN,105
a lot,21 Savage,2019-04-26,"6,139,934",https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d,2t8yVaLvJ0RenpXUIAC52d,106
Always Remember Us This Way,Lady Gaga,2019-04-26,"6,134,272",https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk,2rbDhOo9Fh61Bbu23T2qCk,107
I Like Me Better,Lauv,2019-04-26,"6,111,346",https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2P91MQbaiQOfbiz9VqhqKQ,108
Aullando,"Wisin & Yandel, Romeo Santos",2019-04-26,"6,105,591",https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus,7BuHdm4lQqcyG3qTwdkxus,109
Please Me,"Cardi B, Bruno Mars",2019-04-26,"6,101,409",https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN,0PG9fbaaHFHfre2gUVo7AN,110
2002,Anne-Marie,2019-04-26,"6,090,231",https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,2BgEsaKNfHUdlh97KmvFyo,111
Baila Baila Baila - Remix,"Ozuna, Daddy Yankee, J Balvin, Farruko, Anuel AA",2019-04-26,"6,080,047",https://open.spotify.com/track/7mWFF4gPADjTQjC97CgFVt,7mWFF4gPADjTQjC97CgFVt,112
Perfect,Ed Sheeran,2019-04-26,"6,056,567",https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,0tgVpDi06FyKpA1z0VMD4v,113
In My Mind,"Dynoro, Gigi D'Agostino",2019-04-26,"6,013,466",https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,0E9ZjEAyAwOXZ7wJC0PD33,114
Don't Stop Me Now - 2011 Mix,Queen,2019-04-26,"5,997,729",https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,5T8EDUDqKcs6OSOwEsfqG7,115
Si Se Da,"Myke Towers, Farruko",2019-04-26,"5,946,051",https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ,5KbBGUpIZd6gVFUU8tqYiQ,116
idontwannabeyouanymore,Billie Eilish,2019-04-26,"5,897,871",https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu,40T5GIqQ1CegGm2PTEl8Bu,117
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,2019-04-26,"5,879,721",https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM,7Feaw9WAEREY0DUOSXJLOM,118
I Like It,"Cardi B, Bad Bunny, J Balvin",2019-04-26,"5,874,695",https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,58q2HKrzhC3ozto2nDdN4z,119
MONOPOLY (with Victoria Monét),Ariana Grande,2019-04-26,"5,873,850",https://open.spotify.com/track/6tsOcBnaKgzK22yEiqRh8P,6tsOcBnaKgzK22yEiqRh8P,120
FANCY,TWICE,2019-04-26,"5,870,284",https://open.spotify.com/track/2FXd6kKCtBIc6UfN1gH1pA,2FXd6kKCtBIc6UfN1gH1pA,121
Pop Out (feat. Lil Tjay),Polo G,2019-04-26,"5,819,086",https://open.spotify.com/track/5AjINjwKyRvQJhSe2zpPHi,5AjINjwKyRvQJhSe2zpPHi,122
Taste (feat. Offset),Tyga,2019-04-26,"5,724,863",https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy,5IaHrVsrferBYDm0bDyABy,123
Body (feat. brando),Loud Luxury,2019-04-26,"5,662,819",https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs,7K7MUBCnzgBAvMVW2RTWNs,124
Another One Bites The Dust - Remastered 2011,Queen,2019-04-26,"5,607,317",https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7,5vdp5UmvTsnMEMESIF2Ym7,125
Promises (with Sam Smith),"Calvin Harris, Jessie Reyez",2019-04-26,"5,568,369",https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,5N5k9nd479b1xpDZ4usjrg,126
Psycho (feat. Ty Dolla $ign),Post Malone,2019-04-26,"5,555,089",https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,3swc6WTsr7rl9DqQKQA55C,127
Just You and I,Tom Walker,2019-04-26,"5,542,453",https://open.spotify.com/track/03x2rVJRFUrvwlfxoHd9Mo,03x2rVJRFUrvwlfxoHd9Mo,128
Soltera,"Lunay, Chris Jeday, Gaby Music",2019-04-26,"5,534,847",https://open.spotify.com/track/4T4CZ3Q4z3GG7lU720YYhM,4T4CZ3Q4z3GG7lU720YYhM,129
Jocelyn Flores,XXXTENTACION,2019-04-26,"5,520,997",https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,7m9OqQk4RVRkw9JJdeAw96,130
ZEZE (feat. Travis Scott & Offset),Kodak Black,2019-04-26,"5,473,283",https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z,0FZ4Dmg8jJJAPJnvBIzD9z,131
ocean eyes,Billie Eilish,2019-04-26,"5,450,985",https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,2uIX8YMNjGMD7441kqyyNU,132
Thotiana,Blueface,2019-04-26,"5,440,990",https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G,3oh6SCCeLuXhFpEyepla6G,133
God's Plan,Drake,2019-04-26,"5,416,813",https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,6DCZcSspjsKoFjzjrWoCdn,134
Mo Bamba,Sheck Wes,2019-04-26,"5,385,288",https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr,1xzBco0xcoJEDXktl7Jxrr,135
Dancin (feat. Luvli) - Krono Remix,Aaron Smith,2019-04-26,"5,359,951",https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM,6WkJ2OK163XXS2oARUC9JM,136
ilomilo,Billie Eilish,2019-04-26,"5,307,145",https://open.spotify.com/track/7qEKqBCD2vE5vIBsrUitpD,7qEKqBCD2vE5vIBsrUitpD,137
Next,"Ufo361, RIN",2019-04-26,"5,302,420",https://open.spotify.com/track/1x4MJYA9mJRph3fygU51K4,1x4MJYA9mJRph3fygU51K4,138
I Don't Belong In This Club,"Why Don't We, Macklemore",2019-04-26,"5,301,022",https://open.spotify.com/track/45ZGEdLxCZvdMX9jWlsAAx,45ZGEdLxCZvdMX9jWlsAAx,139
Thunder,Imagine Dragons,2019-04-26,"5,285,545",https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,1zB4vmk8tFRmM9UULNzbLB,140
What I Like About You (feat. Theresa Rex),Jonas Blue,2019-04-26,"5,278,573",https://open.spotify.com/track/4NSW0Km5ZG60L8FthUebPJ,4NSW0Km5ZG60L8FthUebPJ,141
bellyache,Billie Eilish,2019-04-26,"5,273,599",https://open.spotify.com/track/51NFxnQvaosfDDutk0tams,51NFxnQvaosfDDutk0tams,142
My Bad,Khalid,2019-04-26,"5,235,180",https://open.spotify.com/track/2XKFnwB6djxrJCjR3PdeRb,2XKFnwB6djxrJCjR3PdeRb,143
One Kiss (with Dua Lipa),Calvin Harris,2019-04-26,"5,201,235",https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,7ef4DlsgrMEH11cDZd32M6,144
Say You Won't Let Go,James Arthur,2019-04-26,"5,189,914",https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,5uCax9HTNlzGybIStD3vDh,145
Cool,Jonas Brothers,2019-04-26,"5,175,928",https://open.spotify.com/track/3QmolSZqjjLksTUvZJ6pPS,3QmolSZqjjLksTUvZJ6pPS,146
no tears left to cry,Ariana Grande,2019-04-26,"5,166,758",https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,2qT1uLXPVPzGgFOx4jtEuo,147
Say My Name,"David Guetta, Bebe Rexha, J Balvin",2019-04-26,"5,162,601",https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6,0YammaEkYSeo9vQYZ1OwS6,148
Too Good At Goodbyes,Sam Smith,2019-04-26,"5,105,095",https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,1mXVgsBdtIVeCLJnSnmtdV,149
Lost In Japan,Shawn Mendes,2019-04-26,"5,088,150",https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV,79esEXlqqmq0GPz0xQSZTV,150
listen before i go,Billie Eilish,2019-04-26,"5,076,510",https://open.spotify.com/track/0tMSssfxAL2oV8Vri0mFHE,0tMSssfxAL2oV8Vri0mFHE,151
Wake Up in the Sky,"Gucci Mane, Bruno Mars, Kodak Black",2019-04-26,"5,055,826",https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud,2G1tXoGBaEMJ7FKGnkf6ud,152
The Middle,"Zedd, Maren Morris, Grey",2019-04-26,"5,049,701",https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,09IStsImFySgyp0pIQdqAc,153
Adictiva,"Daddy Yankee, Anuel AA",2019-04-26,"5,039,710",https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP,6MJUCumnQsQEKbCy28tbCP,154
Love Someone,Lukas Graham,2019-04-26,"5,028,518",https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r,3id2EVGKc3eFAMn9nFnB0r,155
"Hey Look Ma, I Made It",Panic! At The Disco,2019-04-26,"5,026,425",https://open.spotify.com/track/22oEJW6r2rMb9z4IntfyEa,22oEJW6r2rMb9z4IntfyEa,156
Suge,DaBaby,2019-04-26,"4,989,466",https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB,2gwkD6igEhQbDQegRCcdoB,157
That's a Rack,Lil Uzi Vert,2019-04-26,"4,986,447",https://open.spotify.com/track/4pCEIQ6wBVuaJdER5bALtO,4pCEIQ6wBVuaJdER5bALtO,158
"Enzo (with Sheck Wes, feat. Offset, 21 Savage & Gucci Mane)",DJ Snake,2019-04-26,"4,931,256",https://open.spotify.com/track/6mCqxnyOhr4tHMbRbQL4Yn,6mCqxnyOhr4tHMbRbQL4Yn,159
Out Of Love,Alessia Cara,2019-04-26,"4,883,956",https://open.spotify.com/track/4WzhjxvLP95y7AMDy0Atwb,4WzhjxvLP95y7AMDy0Atwb,160
Swing,Danny Ocean,2019-04-26,"4,859,486",https://open.spotify.com/track/4DbhxwlkhTbCTqlZptxmI6,4DbhxwlkhTbCTqlZptxmI6,161
IDGAF,Dua Lipa,2019-04-26,"4,838,820",https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,76cy1WJvNGJTj78UqeA5zr,162
Rebota,Guaynaa,2019-04-26,"4,813,275",https://open.spotify.com/track/2YRvdf9cdS88y1wB1WhKoE,2YRvdf9cdS88y1wB1WhKoE,163
Hurts 2B Human (feat. Khalid),P!nk,2019-04-26,"4,809,746",https://open.spotify.com/track/2BM7nF0pMIpLQOT04o691Z,2BM7nF0pMIpLQOT04o691Z,164
I Fall Apart,Post Malone,2019-04-26,"4,797,581",https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,75ZvA4QfFiZvzhj2xkaWAh,165
Photograph,Ed Sheeran,2019-04-26,"4,776,307",https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,6fxVffaTuwjgEk5h9QyRjy,166
Congratulations,"Post Malone, Quavo",2019-04-26,"4,743,249",https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,3a1lNhkSLSkpJE4MSHpDu9,167
Get You The Moon (feat. Snøw),Kina,2019-04-26,"4,735,246",https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa,4ZLzoOkj0MPWrTLvooIuaa,168
Under Pressure - Remastered,"Queen, David Bowie",2019-04-26,"4,679,289",https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x,2fuCquhmrzHpu5xcA1ci9x,169
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,2019-04-26,"4,668,857",https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF,27rdGxbavYJeBphck5MZAF,170
Natural,Imagine Dragons,2019-04-26,"4,662,400",https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,2FY7b99s15jUprqC0M5NCT,171
Closer,"The Chainsmokers, Halsey",2019-04-26,"4,642,153",https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,7BKLCZ1jbUBVqRi2FVlTVw,172
Juice,Lizzo,2019-04-26,"4,640,109",https://open.spotify.com/track/0k664IuFwVP557Gnx7RhIl,0k664IuFwVP557Gnx7RhIl,173
This Feeling,"The Chainsmokers, Kelsea Ballerini",2019-04-26,"4,627,580",https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl,4NBTZtAt1F13VvlSKe6KTl,174
Con Calma - Remix,"Daddy Yankee, Katy Perry, Snow",2019-04-26,"4,617,625",https://open.spotify.com/track/4au7FRcgZzChASRYu279xH,4au7FRcgZzChASRYu279xH,175
