Song,Artist,Date,Streams,Url,Track_Id,Rank
I Love Me,Demi Lovato,2020-03-06,"12,811,166",https://open.spotify.com/track/2IHLaN6wwYKQ3S24NsQqpA,2IHLaN6wwYKQ3S24NsQqpA,46
My Oh My (feat. DaBaby),Camila Cabello,2020-03-06,"12,589,498",https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,3yOlyBJuViE2YSGn3nVE1K,47
Morado,J Balvin,2020-03-06,"12,586,558",https://open.spotify.com/track/3mQ6SLdxxaL52Yte7KF2Ks,3mQ6SLdxxaL52Yte7KF2Ks,48
Supalonely,"BENEE, Gus Dapperton",2020-03-06,"12,085,039",https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,4nK5YrxbMGZstTLbvj6Gxw,49
Moral of the Story,Ashe,2020-03-06,"12,068,945",https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj,2nC3QhMI9reBIOWutbU3Tj,50
Homecoming,Lil Uzi Vert,2020-03-06,"12,068,329",https://open.spotify.com/track/6vxU64pcIuQ38O015Zy4qj,6vxU64pcIuQ38O015Zy4qj,51
I'm Sorry,Lil Uzi Vert,2020-03-06,"11,828,199",https://open.spotify.com/track/1xcOYJxDa5pObgxY1r0I9c,1xcOYJxDa5pObgxY1r0I9c,52
Prices,Lil Uzi Vert,2020-03-06,"11,412,571",https://open.spotify.com/track/4YcWzLSnGqLjSCycuSMHnn,4YcWzLSnGqLjSCycuSMHnn,53
High Fashion (feat. Mustard),Roddy Ricch,2020-03-06,"11,375,719",https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,07KXEDMj78x68D884wgVEm,54
WHATS POPPIN,Jack Harlow,2020-03-06,"10,889,702",https://open.spotify.com/track/3Q6F8RByyhRTJpRtZLY3cg,3Q6F8RByyhRTJpRtZLY3cg,55
Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",2020-03-06,"10,699,196",https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt,5stPVcRqb4qixbafP9e8lt,56
Futsal Shuffle 2020 - Bonus Track,Lil Uzi Vert,2020-03-06,"10,691,864",https://open.spotify.com/track/2fOlBMkWR7lXJfqp5VTbDG,2fOlBMkWR7lXJfqp5VTbDG,57
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2020-03-06,"10,650,207",https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,0RiRZpuVRbi7oqRdSMwhQY,58
Ride It,Regard,2020-03-06,"10,588,562",https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,2tnVG71enUj33Ic2nFN6kZ,59
POP,Lil Uzi Vert,2020-03-06,"10,484,727",https://open.spotify.com/track/1jDbQz6tr52WgScCTXMnaN,1jDbQz6tr52WgScCTXMnaN,60
Celebration Station,Lil Uzi Vert,2020-03-06,"10,396,969",https://open.spotify.com/track/25B5fGr9K0VdZJiRFsnMO4,25B5fGr9K0VdZJiRFsnMO4,61
Diosa,Myke Towers,2020-03-06,"10,359,508",https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky,3JHpk0DOTOzyh0777JFAky,62
Lose Control,"MEDUZA, Becky Hill, Goodboys",2020-03-06,"10,092,989",https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,7CHi4DtfK4heMlQaudCuHK,63
Bigger Than Life,Lil Uzi Vert,2020-03-06,"9,974,143",https://open.spotify.com/track/2oHDJHNondITqbl8xZ9vPn,2oHDJHNondITqbl8xZ9vPn,64
I Don't Care (with Justin Bieber),Ed Sheeran,2020-03-06,"9,914,294",https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,0hVXuCcriWRGvwMV1r5Yn9,65
Bichiyal,"Bad Bunny, Yaviah",2020-03-06,"9,880,426",https://open.spotify.com/track/4j4w4CXm6BSr0s25wAWrrX,4j4w4CXm6BSr0s25wAWrrX,66
Tattoo,Rauw Alejandro,2020-03-06,"9,856,446",https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d,7na7Bk98usp84FaOJFPv3d,67
Venetia,Lil Uzi Vert,2020-03-06,"9,824,605",https://open.spotify.com/track/3BYIzNZ3t9lRQCACXSMLrT,3BYIzNZ3t9lRQCACXSMLrT,68
A Tu Merced,Bad Bunny,2020-03-06,"9,784,322",https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0,4r9jkMEnArtWGH2rL2FZl0,69
Forever (feat. Post Malone & Clever),Justin Bieber,2020-03-06,"9,724,934",https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ,2ZlCGeK30BLRNSPC832pNZ,70
To Die For,Sam Smith,2020-03-06,"9,722,034",https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx,2ZTYlnhhV1UAReg7wIGolx,71
hot girl bummer,blackbear,2020-03-06,"9,611,357",https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,7aiClxsDWFRQ0Kzk5KI5ku,72
You Better Move,Lil Uzi Vert,2020-03-06,"9,533,898",https://open.spotify.com/track/6YAxCn4juTWn5hWl2hzHGw,6YAxCn4juTWn5hWl2hzHGw,73
CITY OF ANGELS,24kGoldn,2020-03-06,"9,517,415",https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq,6ap9lSRJ0iLriGLqoJ44cq,74
lovely (with Khalid),Billie Eilish,2020-03-06,"9,413,297",https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,0u2P5u6lvoDfwTYjAADbn4,75
Soliá,Bad Bunny,2020-03-06,"9,340,683",https://open.spotify.com/track/7sOfmPd18RWp3FoCzpa7Kw,7sOfmPd18RWp3FoCzpa7Kw,76
Keii,Anuel AA,2020-03-06,"9,335,232",https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs,5eEQCfq7MXQr6aHLNRUZLs,77
"10,000 Hours (with Justin Bieber)",Dan + Shay,2020-03-06,"9,225,155",https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,2wrJq5XKLnmhRXHIAf9xBa,78
What A Man Gotta Do,Jonas Brothers,2020-03-06,"9,063,194",https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd,4wNIkl5XGiAACjFBlDWuSd,79
25/8,Bad Bunny,2020-03-06,"8,949,422",https://open.spotify.com/track/4NqQaovM14WR2hNPMFxgjb,4NqQaovM14WR2hNPMFxgjb,80
Se Me Olvidó,Christian Nodal,2020-03-06,"8,725,767",https://open.spotify.com/track/5Xitt5a5uLQ1QtYdFxmi9e,5Xitt5a5uLQ1QtYdFxmi9e,81
What If I Told You That I Love You,Ali Gatie,2020-03-06,"8,641,616",https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi,3cqPu20DGTGUoZtbJH2Dmi,82
Está Cabrón Ser Yo,"Bad Bunny, Anuel AA",2020-03-06,"8,607,384",https://open.spotify.com/track/4saHEjXw7O1NXJOzBkUKKG,4saHEjXw7O1NXJOzBkUKKG,83
Beautiful People (feat. Khalid),Ed Sheeran,2020-03-06,"8,525,214",https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,70eFcWOvlMObDhURTqT4Fv,84
Muévelo,"Nicky Jam, Daddy Yankee",2020-03-06,"8,520,013",https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ,4VgYtXCVJ7IbWAZ5ryfvEQ,85
Hablamos Mañana,"Bad Bunny, Duki, Pablo Chill-E",2020-03-06,"8,478,676",https://open.spotify.com/track/1V8XneTrX6kKeoxYbk4x6h,1V8XneTrX6kKeoxYbk4x6h,86
Ballin' (with Roddy Ricch),Mustard,2020-03-06,"8,477,579",https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,3QzAOrNlsabgbMwlZt7TAY,87
HIGHEST IN THE ROOM,Travis Scott,2020-03-06,"8,421,659",https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,3eekarcy7kvN4yt5ZFzltW,88
Me Gusta,"Shakira, Anuel AA",2020-03-06,"8,324,124",https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a,5Xhqh4lwJPtMUTsdBztN1a,89
Shallow,"Lady Gaga, Bradley Cooper",2020-03-06,"8,312,491",https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2VxeLyX666F8uXCJ0dZF8B,90
Suicidal,YNW Melly,2020-03-06,"8,299,173",https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,1iSqfoUFnQwV0QW1EfUit8,91
when the party's over,Billie Eilish,2020-03-06,"8,245,898",https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,43zdsphuZLzwA9k4DJhU0I,92
Chrome Heart Tags,Lil Uzi Vert,2020-03-06,"8,219,307",https://open.spotify.com/track/46mT9NR7N9Zf5MolcrBgE3,46mT9NR7N9Zf5MolcrBgE3,93
Know Your Worth,"Khalid, Disclosure",2020-03-06,"8,186,922",https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf,0TrPqhAMoaKUFLR7iYDokf,94
Lucid Dreams,Juice WRLD,2020-03-06,"8,176,125",https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,285pBltuF7vW8TeWk8hdRR,95
If the World Was Ending - feat. Julia Michaels,JP Saxe,2020-03-06,"8,159,326",https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,2kJwzbxV2ppxnQoYw4GLBZ,96
LA CANCIÓN,"J Balvin, Bad Bunny",2020-03-06,"8,002,193",https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,0fea68AdmYNygeTGI4RC18,97
Que Malo,"Bad Bunny, Ñengo Flow",2020-03-06,"7,973,160",https://open.spotify.com/track/53v2u51nq3CxiKUNphRzP1,53v2u51nq3CxiKUNphRzP1,98
China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",2020-03-06,"7,939,446",https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,2ksOAxtIxY8yElEWw8RhgK,99
La Zona,Bad Bunny,2020-03-06,"7,918,726",https://open.spotify.com/track/5kqNIqFjijuzvVLhuY9B8j,5kqNIqFjijuzvVLhuY9B8j,100
Lose You To Love Me,Selena Gomez,2020-03-06,"7,881,482",https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi,4l0Mvzj72xxOpRrp6h8nHi,101
Bust Me,Lil Uzi Vert,2020-03-06,"7,828,045",https://open.spotify.com/track/4wBcaYqLPm7EtDVoJQORU4,4wBcaYqLPm7EtDVoJQORU4,102
ON,BTS,2020-03-06,"7,770,074",https://open.spotify.com/track/2QyuXBcV1LJ2rq01KhreMF,2QyuXBcV1LJ2rq01KhreMF,103
rockstar (feat. 21 Savage),Post Malone,2020-03-06,"7,751,709",https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,0e7ipj03S05BNilyu5bRzt,104
Callaita,"Bad Bunny, Tainy",2020-03-06,"7,713,775",https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,2TH65lNHgvLxCKXM3apjxI,105
Never Seen the Rain,Tones And I,2020-03-06,"7,592,001",https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV,2grAr8pWMuLWn8ZYEE9wDV,106
Boss Bitch,Doja Cat,2020-03-06,"7,583,588",https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k,78qd8dvwea0Gosb6Fe6j3k,107
Una Vez,"Bad Bunny, Mora",2020-03-06,"7,552,126",https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj,5J7teKIJGtqVypgYI6sqXj,108
BOP,DaBaby,2020-03-06,"7,546,240",https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,6Ozh9Ok6h4Oi1wUSLtBseN,109
Watermelon Sugar,Harry Styles,2020-03-06,"7,526,768",https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,6UelLqGlWMcVH1E5c4H7lY,110
Goodbyes (Feat. Young Thug),Post Malone,2020-03-06,"7,458,397",https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,6vBdBCoOhKHiYDDOcorfNo,111
Feel Me,Selena Gomez,2020-03-06,"7,451,721",https://open.spotify.com/track/4MdcsdRj7i8eBm0qFjO4L4,4MdcsdRj7i8eBm0qFjO4L4,112
Who (feat. BTS),Lauv,2020-03-06,"7,429,546",https://open.spotify.com/track/2qG81jL9UIP54uS8gYyP4k,2qG81jL9UIP54uS8gYyP4k,113
7 rings,Ariana Grande,2020-03-06,"7,412,522",https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,6ocbgoVGwYJhOv1GgI9NsF,114
Fantasias,"Rauw Alejandro, Farruko",2020-03-06,"7,366,337",https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy,6mAN61JH0dzyZpWslS11jy,115
SUGAR,BROCKHAMPTON,2020-03-06,"7,276,519",https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,6U0FIYXCQ3TGrk4tFpLrEA,116
René,Residente,2020-03-06,"7,240,117",https://open.spotify.com/track/6gm12xlADJwiBbHIKBXzGW,6gm12xlADJwiBbHIKBXzGW,117
It's You,Ali Gatie,2020-03-06,"7,156,674",https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29,5DqdesEfbRyOlSS3Tf6c29,118
No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",2020-03-06,"7,145,468",https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,4R8BJggjosTswLxtkw8V7P,119
Falling,Harry Styles,2020-03-06,"7,126,787",https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,1ZMiCix7XSAbfAJlEZWMCp,120
Lalala,"Y2K, bbno$",2020-03-06,"7,112,136",https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,51Fjme0JiitpyXKuyQiCDo,121
Secure The Bag,Lil Uzi Vert,2020-03-06,"7,053,947",https://open.spotify.com/track/7gHZGXSJzM29WA384suYY2,7gHZGXSJzM29WA384suYY2,122
<3,Bad Bunny,2020-03-06,"7,031,130",https://open.spotify.com/track/4MZSqgwlE71CWZ6qQ3gkKm,4MZSqgwlE71CWZ6qQ3gkKm,123
Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),"Polo G, Stunna 4 Vegas",2020-03-06,"6,997,406",https://open.spotify.com/track/74fV8TuLZKVzSIOOGu8wwI,74fV8TuLZKVzSIOOGu8wwI,124
Woah,Lil Baby,2020-03-06,"6,931,264",https://open.spotify.com/track/02RCbjb9czvQKNGBmEmWob,02RCbjb9czvQKNGBmEmWob,125
Lettre à une femme,Ninho,2020-03-06,"6,813,388",https://open.spotify.com/track/5HEtuK03ygUzqca6yfgOYZ,5HEtuK03ygUzqca6yfgOYZ,126
No Idea,Don Toliver,2020-03-06,"6,729,795",https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,3VyjsVV24RmBIbWJAeUJNu,127
Bandit (with YoungBoy Never Broke Again),Juice WRLD,2020-03-06,"6,725,612",https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,6Gg1gjgKi2AK4e0qzsR7sd,128
Believer,Imagine Dragons,2020-03-06,"6,708,817",https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,0pqnGHJpmpxLKifKRmU6WP,129
B.S. (feat. H.E.R.),Jhené Aiko,2020-03-06,"6,698,476",https://open.spotify.com/track/63wx9vdskaXbYxyDx4oJCZ,63wx9vdskaXbYxyDx4oJCZ,130
Happier,"Marshmello, Bastille",2020-03-06,"6,617,815",https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2dpaYNEQHiRxtZbfNsse99,131
Wow.,Post Malone,2020-03-06,"6,612,382",https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg,7xQAfvXzm3AkraOtGPWIZg,132
Old Town Road - Remix,"Lil Nas X, Billy Ray Cyrus",2020-03-06,"6,522,488",https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,2YpeDb67231RjR0MgVLzsG,133
The Other Side (from Trolls World Tour),"SZA, Justin Timberlake",2020-03-06,"6,461,447",https://open.spotify.com/track/463PQggkmk5tTw8ug0ahOX,463PQggkmk5tTw8ug0ahOX,134
OUT WEST (feat. Young Thug),"JACKBOYS, Travis Scott",2020-03-06,"6,452,778",https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,6gi6y1xwmVszDWkUqab1qw,135
Medusa,"Jhay Cortez, Anuel AA, J Balvin",2020-03-06,"6,430,366",https://open.spotify.com/track/3qM0vBxIe4VUbK0Z0smuVP,3qM0vBxIe4VUbK0Z0smuVP,136
XO Tour Llif3,Lil Uzi Vert,2020-03-06,"6,381,811",https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,7GX5flRQZVHRAGd6B4TmDO,137
Blanco,J Balvin,2020-03-06,"6,340,627",https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc,2rc7BkzO8qepMFAxHtOrXc,138
How Do You Sleep?,Sam Smith,2020-03-06,"6,320,139",https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,6b2RcmUt1g9N9mQ3CbjX2Y,139
Urgency (feat. Syd),Lil Uzi Vert,2020-03-06,"6,224,412",https://open.spotify.com/track/5KlPy74NOEAt8jC3FYURnQ,5KlPy74NOEAt8jC3FYURnQ,140
Angst,"Loredana, Rymez",2020-03-06,"6,224,166",https://open.spotify.com/track/3R3rQ7FbTJdsi5She10YvI,3R3rQ7FbTJdsi5She10YvI,141
ON (Feat. Sia),BTS,2020-03-06,"6,219,276",https://open.spotify.com/track/3IB5qOeMayvpOdHxYCL5tZ,3IB5qOeMayvpOdHxYCL5tZ,142
Sucker,Jonas Brothers,2020-03-06,"6,170,724",https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,22vgEDb5hykfaTwLuskFGD,143
Without Me,Halsey,2020-03-06,"6,166,976",https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ,6FZDfxM3a3UCqtzo5pxSLZ,144
Bruises,Lewis Capaldi,2020-03-06,"6,149,975",https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG,4Of7rzpRpV1mWRbhp5rAqG,145
Bohemian Rhapsody - 2011 Mix,Queen,2020-03-06,"6,143,266",https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,4u7EnebtmKWzUH433cf5Qv,146
P FKN R,"Bad Bunny, Kendo Kaponi, Arcangel",2020-03-06,"6,041,127",https://open.spotify.com/track/0fgsKar6uBO08vzHXkTjWi,0fgsKar6uBO08vzHXkTjWi,147
Modern Loneliness,Lauv,2020-03-06,"6,020,508",https://open.spotify.com/track/1eyek0KJEh2v5HQ9uQSybb,1eyek0KJEh2v5HQ9uQSybb,148
TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,2020-03-06,"6,005,412",https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG,2FvD20Z8aoWIePi7PoN8sG,149
Heatin Up (feat. Gunna),Lil Baby,2020-03-06,"6,004,839",https://open.spotify.com/track/7KSSdFCBHCfq4KPzz78ghk,7KSSdFCBHCfq4KPzz78ghk,150
Heartless,The Weeknd,2020-03-06,"5,996,927",https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,57vxBYXtHMk6H1aD29V7PU,151
Shape of You,Ed Sheeran,2020-03-06,"5,972,741",https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,7qiZfU4dY1lWllzX7mPBI3,152
Ransom,Lil Tecca,2020-03-06,"5,947,363",https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,1lOe9qE0vR9zwWQAOk6CoO,153
Black Swan,BTS,2020-03-06,"5,924,607",https://open.spotify.com/track/3bkkMZEAhx7rTVz1C0itRQ,3bkkMZEAhx7rTVz1C0itRQ,154
Get You The Moon (feat. Snøw),Kina,2020-03-06,"5,918,050",https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa,4ZLzoOkj0MPWrTLvooIuaa,155
Say You Won't Let Go,James Arthur,2020-03-06,"5,903,479",https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,5uCax9HTNlzGybIStD3vDh,156
July,Noah Cyrus,2020-03-06,"5,888,690",https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr,5a6pdCHlWS2ekOOQ70QnAr,157
"Alone, Pt. II","Alan Walker, Ava Max",2020-03-06,"5,888,189",https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3,0bMbDctzMmTyK2j74j3nF3,158
SKYBOX,Gunna,2020-03-06,"5,846,484",https://open.spotify.com/track/7GwYENSg87oERcW0Wacd6m,7GwYENSg87oERcW0Wacd6m,159
Whine Up,"Nicky Jam, Anuel AA",2020-03-06,"5,809,874",https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0,2pWOMNQJW3g2zmGjP0Vkb0,160
Ayy Macarena,Tyga,2020-03-06,"5,730,428",https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX,6LcauUZjF1eXQrgqMUecHX,161
ocean eyes,Billie Eilish,2020-03-06,"5,636,122",https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,2uIX8YMNjGMD7441kqyyNU,162
SAD!,XXXTENTACION,2020-03-06,"5,617,293",https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,3ee8Jmje8o58CHK66QrVC2,163
Robbery,Juice WRLD,2020-03-06,"5,602,445",https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,6Hj9jySrnFppAI0sEMCZpJ,164
Dancing With A Stranger (with Normani),Sam Smith,2020-03-06,"5,593,786",https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,6Qs4SXO9dwPj5GKvVOv8Ki,165
Jocelyn Flores,XXXTENTACION,2020-03-06,"5,593,254",https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,7m9OqQk4RVRkw9JJdeAw96,166
Young & Alive,Bazzi,2020-03-06,"5,578,323",https://open.spotify.com/track/5RsKelNxucrDxgMbZ3vd3W,5RsKelNxucrDxgMbZ3vd3W,167
SICKO MODE,Travis Scott,2020-03-06,"5,552,495",https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2xLMifQCjDGFmkHkpNLD9h,168
i'm so tired...,"Lauv, Troye Sivan",2020-03-06,"5,547,770",https://open.spotify.com/track/4vjpLMyL3ZO6aphdYr8XYw,4vjpLMyL3ZO6aphdYr8XYw,169
Money In The Grave (Drake ft. Rick Ross),Drake,2020-03-06,"5,512,610",https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,5ry2OE6R2zPQFDO85XkgRb,170
Good as Hell (feat. Ariana Grande),Lizzo,2020-03-06,"5,489,864",https://open.spotify.com/track/2rjjNUYONZqC7wSd1i6OFq,2rjjNUYONZqC7wSd1i6OFq,171
"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",A Boogie Wit da Hoodie,2020-03-06,"5,487,069",https://open.spotify.com/track/733c1CWmIGymoQXdp7Us88,733c1CWmIGymoQXdp7Us88,172
Better Now,Post Malone,2020-03-06,"5,452,948",https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,7dt6x5M1jzdTEt8oCbisTK,173
Perfect,Ed Sheeran,2020-03-06,"5,448,991",https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,0tgVpDi06FyKpA1z0VMD4v,174
Girl,Myke Towers,2020-03-06,"5,434,180",https://open.spotify.com/track/43NqTeL8pgBxKHPMiJKUP5,43NqTeL8pgBxKHPMiJKUP5,175
Lights Up,Harry Styles,2020-03-06,"5,396,798",https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb,4jAIqgrPjKLTY9Gbez25Qb,176
Maniac,Conan Gray,2020-03-06,"5,383,041",https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP,7hpJ9tATWb2vztlq99hERP,177
Puesto Pa' Guerrial,"Bad Bunny, Myke Towers",2020-03-06,"5,359,969",https://open.spotify.com/track/5gCg2qMPzKkW4jS4dBKdDs,5gCg2qMPzKkW4jS4dBKdDs,178
I Like Me Better,Lauv,2020-03-06,"5,350,998",https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2P91MQbaiQOfbiz9VqhqKQ,179
Dior,Pop Smoke,2020-03-06,"5,348,030",https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep,79s5XnCN4TJKTVMSmOx8Ep,180
goosebumps,Travis Scott,2020-03-06,"5,343,318",https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,6gBFPUFcJLzWGx4lenP6h2,181
Eastside (with Halsey & Khalid),benny blanco,2020-03-06,"5,336,831",https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,7FGq80cy8juXBCD2nrqdWU,182
Definitivamente,"Daddy Yankee, Sech",2020-03-06,"5,325,447",https://open.spotify.com/track/113PlnpZbHd3WIqeYjhZWv,113PlnpZbHd3WIqeYjhZWv,183
Piece Of Your Heart,"MEDUZA, Goodboys",2020-03-06,"5,322,005",https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,1DFD5Fotzgn6yYXkYsKiGs,184
Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,2020-03-06,"5,319,259",https://open.spotify.com/track/0JjM9bKm4wrwohMslcm892,0JjM9bKm4wrwohMslcm892,185
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,2020-03-06,"5,315,827",https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,4vUmTMuQqjdnvlZmAH61Qk,186
Can We Kiss Forever?,"Kina, Adriana Proenza",2020-03-06,"5,307,209",https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne,58wyJLv6yH1La9NIZPl3ne,187
Sweet but Psycho,Ava Max,2020-03-06,"5,302,605",https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,25sgk305KZfyuqVBQIahim,188
Boy With Luv (feat. Halsey),BTS,2020-03-06,"5,273,655",https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,5KawlOMHjWeUjQtnuRs22c,189
I Fall Apart,Post Malone,2020-03-06,"5,251,918",https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,75ZvA4QfFiZvzhj2xkaWAh,190
"fuck, i'm lonely (with Anne-Marie)",Lauv,2020-03-06,"5,226,991",https://open.spotify.com/track/09PGubKAMryhOWv1LHpCYz,09PGubKAMryhOWv1LHpCYz,191
No Judgement,Niall Horan,2020-03-06,"5,211,607",https://open.spotify.com/track/5IUOU5xkzGHsRFOYNu3GSK,5IUOU5xkzGHsRFOYNu3GSK,192
Aventura,"Lunay, Ozuna, Anuel AA",2020-03-06,"5,206,102",https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon,37zdqI4r1gswIzczSBkRon,193
"thank u, next",Ariana Grande,2020-03-06,"5,203,820",https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,3e9HZxeyfWwjeyPAMmWSSQ,194
Rare,Selena Gomez,2020-03-06,"5,195,842",https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19,7HMmFQsKsljwTw8bS7lu19,195
Higher Love,"Kygo, Whitney Houston",2020-03-06,"5,168,874",https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY,6oJ6le65B3SEqPwMRNXWjY,196
Girls Like You (feat. Cardi B),Maroon 5,2020-03-06,"5,166,429",https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,7fa9MBXhVfQ8P8Df9OEbD8,197
Adicto (with Anuel AA & Ozuna),Tainy,2020-03-06,"5,138,808",https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq,3jbT1Y5MoPwEIpZndDDwVq,198
