Song,Artist,Date,Streams,Url,Rank
Happier,Ed Sheeran,2019-01-25,"4,502,994",https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,195
Wonderwall - Remastered,Oasis,2019-01-25,"4,498,976",https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa,196
3 Nights,Dominic Fike,2019-01-25,"4,431,843",https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u,197
All The Stars (with SZA),Kendrick Lamar,2019-01-25,"4,410,096",https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s,198
I'm Yours,Jason Mraz,2019-01-25,"4,400,112",https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW,199
Atrasadinha - Ao Vivo,"Felipe Araújo, Ferrugem",2019-01-25,"4,382,407",https://open.spotify.com/track/5EKHbW7mXcAR4hCyS3YXjb,200
7 rings,Ariana Grande,2019-02-01,"54,381,365",https://open.spotify.com/track/14msK75pk3pA33pzPVNtBF,1
bury a friend,Billie Eilish,2019-02-01,"35,408,536",https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP,2
Wow.,Post Malone,2019-02-01,"30,419,257",https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,3
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2019-02-01,"29,346,467",https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,4
MIDDLE CHILD,J. Cole,2019-02-01,"25,206,797",https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,5
Without Me,Halsey,2019-02-01,"24,642,412",https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,6
Happier,"Marshmello, Bastille",2019-02-01,"23,919,064",https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,7
Calma - Remix,"Pedro Capó, Farruko",2019-02-01,"22,316,182",https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,8
Dancing With A Stranger (with Normani),Sam Smith,2019-02-01,"22,282,324",https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,9
"thank u, next",Ariana Grande,2019-02-01,"22,235,996",https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,10
Sweet but Psycho,Ava Max,2019-02-01,"21,350,458",https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,11
Shallow,"Lady Gaga, Bradley Cooper",2019-02-01,"18,931,640",https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,12
Secreto,"Anuel AA, KAROL G",2019-02-01,"18,598,221",https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,13
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2019-02-01,"18,456,704",https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,14
MIA (feat. Drake),Bad Bunny,2019-02-01,"18,421,882",https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,15
SICKO MODE,Travis Scott,2019-02-01,"16,969,293",https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,16
Adan y Eva,Paulo Londra,2019-02-01,"16,920,393",https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk,17
High Hopes,Panic! At The Disco,2019-02-01,"16,790,474",https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,18
Going Bad (feat. Drake),Meek Mill,2019-02-01,"15,940,642",https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,19
Look Back at It,A Boogie Wit da Hoodie,2019-02-01,"15,088,372",https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,20
a lot,21 Savage,2019-02-01,"14,246,330",https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d,21
Baila Baila Baila,Ozuna,2019-02-01,"14,198,610",https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG,22
when the party's over,Billie Eilish,2019-02-01,"14,090,252",https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI,23
Giant (with Rag'n'Bone Man),Calvin Harris,2019-02-01,"14,032,417",https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd,24
i'm so tired...,"Lauv, Troye Sivan",2019-02-01,"13,527,032",https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,25
Saturday Nights,Khalid,2019-02-01,"13,516,244",https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,26
Con Calma,"Daddy Yankee, Snow",2019-02-01,"13,298,905",https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,27
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,2019-02-01,"13,247,020",https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF,28
ZEZE (feat. Travis Scott & Offset),Kodak Black,2019-02-01,"13,164,695",https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z,29
Eastside (with Halsey & Khalid),benny blanco,2019-02-01,"12,702,869",https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,30
Drip Too Hard (Lil Baby & Gunna),Lil Baby,2019-02-01,"12,309,349",https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,31
Hope,"The Chainsmokers, Winona Oak",2019-02-01,"11,941,751",https://open.spotify.com/track/4BiiOzZCrXEzHRLYcYFiD5,32
Better Now,Post Malone,2019-02-01,"11,803,815",https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,33
Desconocidos,"Mau y Ricky, Manuel Turizo, Camilo",2019-02-01,"11,733,956",https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ,34
Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,2019-02-01,"11,716,977",https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,35
Girls Like You (feat. Cardi B),Maroon 5,2019-02-01,"11,715,157",https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,36
Nights Like This (feat. Ty Dolla $ign),Kehlani,2019-02-01,"11,568,466",https://open.spotify.com/track/7e4KQkp5ZR1gXCAalRjX6B,37
Mo Bamba,Sheck Wes,2019-02-01,"11,464,244",https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr,38
Thotiana,Blueface,2019-02-01,"11,420,619",https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G,39
Be Alright,Dean Lewis,2019-02-01,"11,284,019",https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,40
SAD!,XXXTENTACION,2019-02-01,"11,194,149",https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,41
Bohemian Rhapsody - 2011 Mix,Queen,2019-02-01,"11,151,725",https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,42
lovely,"Billie Eilish, Khalid",2019-02-01,"10,759,849",https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf,43
Ella Quiere Beber - Remix,"Anuel AA, Romeo Santos",2019-02-01,"10,711,907",https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq,44
Amanece,"Anuel AA, Haze",2019-02-01,"10,600,299",https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH,45
Better,Khalid,2019-02-01,"10,351,032",https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,46
Lucid Dreams,Juice WRLD,2019-02-01,"10,290,359",https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,47
Wake Up in the Sky,"Gucci Mane, Bruno Mars, Kodak Black",2019-02-01,"9,772,987",https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud,48
Lost in the Fire,"Gesaffelstein, The Weeknd",2019-02-01,"9,681,469",https://open.spotify.com/track/7wFybC8jBH3zE139OpCtpG,49
Moonlight,XXXTENTACION,2019-02-01,"9,590,378",https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,50
Let Me Down Slowly,Alec Benjamin,2019-02-01,"9,477,800",https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,51
Adictiva,"Daddy Yankee, Anuel AA",2019-02-01,"9,430,922",https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP,52
rockstar (feat. 21 Savage),Post Malone,2019-02-01,"9,318,770",https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,53
Te Vi,"Piso 21, Micro TDH",2019-02-01,"9,179,104",https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd,54
In My Mind,"Dynoro, Gigi D'Agostino",2019-02-01,"9,072,137",https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,55
Keanu Reeves,Logic,2019-02-01,"9,064,991",https://open.spotify.com/track/25F6MWrnFBCXVnpN4n76EK,56
Leave Me Alone,Flipp Dinero,2019-02-01,"8,920,768",https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,57
Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",2019-02-01,"8,813,972",https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh,58
"Swan Song - From the Motion Picture ""Alita: Battle Angel""",Dua Lipa,2019-02-01,"8,707,024",https://open.spotify.com/track/5600nq7TiBraBX2jobyJ3l,59
Youngblood,5 Seconds of Summer,2019-02-01,"8,706,752",https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,60
Taste (feat. Offset),Tyga,2019-02-01,"8,608,509",https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy,61
Promises (with Sam Smith),"Calvin Harris, Jessie Reyez",2019-02-01,"8,596,964",https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,62
Someone You Loved,Lewis Capaldi,2019-02-01,"8,410,641",https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc,63
NI BIEN NI MAL,Bad Bunny,2019-02-01,"8,205,501",https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8,64
Bad Liar,Imagine Dragons,2019-02-01,"8,152,266",https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,65
I Like It,"Cardi B, Bad Bunny, J Balvin",2019-02-01,"7,962,332",https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,66
idontwannabeyouanymore,Billie Eilish,2019-02-01,"7,849,228",https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu,67
Imposible,"Luis Fonsi, Ozuna",2019-02-01,"7,801,996",https://open.spotify.com/track/4cuGZb0iFyHtwaSKdKrJkF,68
no tears left to cry,Ariana Grande,2019-02-01,"7,678,593",https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,69
God's Plan,Drake,2019-02-01,"7,559,074",https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,70
Love Someone,Lukas Graham,2019-02-01,"7,524,166",https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r,71
Jocelyn Flores,XXXTENTACION,2019-02-01,"7,521,865",https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,72
2002,Anne-Marie,2019-02-01,"7,463,097",https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,73
Reggaeton,J Balvin,2019-02-01,"7,445,499",https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi,74
Bubalu,"Becky G, Prince Royce, DJ Luian, Mambo Kingz, Anuel AA",2019-02-01,"7,355,560",https://open.spotify.com/track/7dNwJbsT0sg1le5kVugGJb,75
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,2019-02-01,"7,355,283",https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,76
Money,Cardi B,2019-02-01,"7,346,752",https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e,77
Say My Name,"David Guetta, Bebe Rexha, J Balvin",2019-02-01,"7,277,716",https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6,78
Racks on Racks,Lil Pump,2019-02-01,"7,242,298",https://open.spotify.com/track/0SfG57HqtBNqKN9O27fo1s,79
Natural,Imagine Dragons,2019-02-01,"7,225,312",https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,80
Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,2019-02-01,"7,201,909",https://open.spotify.com/track/0jAfdqv18goRTUxm3ilRjb,81
Beautiful (feat. Camila Cabello),Bazzi,2019-02-01,"7,169,917",https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF,82
Solo de Mi,Bad Bunny,2019-02-01,"7,077,188",https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR,83
Undecided,Chris Brown,2019-02-01,"7,059,772",https://open.spotify.com/track/7uiBocndm12aKbsdnQ3Scx,84
Shape of You,Ed Sheeran,2019-02-01,"7,041,616",https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,85
Un Año,"Sebastian Yatra, Reik",2019-02-01,"6,986,084",https://open.spotify.com/track/5BDP2tky8oMQJPS33frKVp,86
Body (feat. brando),Loud Luxury,2019-02-01,"6,966,431",https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs,87
Another One Bites The Dust - Remastered 2011,Queen,2019-02-01,"6,941,244",https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7,88
FRIENDS,"Marshmello, Anne-Marie",2019-02-01,"6,911,754",https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,89
Armed And Dangerous,Juice WRLD,2019-02-01,"6,875,945",https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX,90
Splashin,Rich The Kid,2019-02-01,"6,875,259",https://open.spotify.com/track/79OEIr4J4FHV0O3KrhaXRb,91
Let You Love Me,Rita Ora,2019-02-01,"6,872,359",https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP,92
Pure Water (with Migos),Mustard,2019-02-01,"6,829,789",https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp,93
Don't Call Me Up,Mabel,2019-02-01,"6,781,089",https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,94
First Off (feat. Travis Scott),Future,2019-02-01,"6,745,746",https://open.spotify.com/track/3WRIaWsws011vHMd9uzPjG,95
Believer,Imagine Dragons,2019-02-01,"6,716,562",https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,96
Ruin My Life,Zara Larsson,2019-02-01,"6,689,153",https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU,97
Lie To Me (feat. Julia Michaels),5 Seconds of Summer,2019-02-01,"6,656,731",https://open.spotify.com/track/6GzApXoBQiiAjak3tOQfV3,98
Psycho (feat. Ty Dolla $ign),Post Malone,2019-02-01,"6,642,342",https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,99
I Like Me Better,Lauv,2019-02-01,"6,639,049",https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,100
imagine,Ariana Grande,2019-02-01,"6,624,088",https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F,101
Don't Stop Me Now - 2011 Mix,Queen,2019-02-01,"6,595,677",https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,102
Lost In Japan,Shawn Mendes,2019-02-01,"6,579,829",https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV,103
Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,2019-02-01,"6,572,592",https://open.spotify.com/track/6mQLN3zRtAp6ovjusyYKrV,104
One Kiss (with Dua Lipa),Calvin Harris,2019-02-01,"6,563,662",https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,105
Perfect,Ed Sheeran,2019-02-01,"6,541,288",https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,106
bellyache,Billie Eilish,2019-02-01,"6,505,296",https://open.spotify.com/track/51NFxnQvaosfDDutk0tams,107
In My Feelings,Drake,2019-02-01,"6,503,427",https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,108
Vaina Loca,"Ozuna, Manuel Turizo",2019-02-01,"6,377,526",https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA,109
No Stylist (feat. Drake),French Montana,2019-02-01,"6,326,342",https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A,110
Nonstop,Drake,2019-02-01,"6,279,026",https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,111
KIKA,"6ix9ine, Tory Lanez",2019-02-01,"6,264,212",https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3,112
MALA,"6ix9ine, Anuel AA",2019-02-01,"6,223,162",https://open.spotify.com/track/0LQ1J0BCzA2qnAgp9MkkNE,113
Créeme,"KAROL G, Maluma",2019-02-01,"6,192,902",https://open.spotify.com/track/1mT47pKLXUwPYGwB91GcNz,114
Alone,Marshmello,2019-02-01,"6,169,746",https://open.spotify.com/track/12mGwph2YzDIlChtq3EdXP,115
Always Remember Us This Way,Lady Gaga,2019-02-01,"6,118,416",https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk,116
Too Good At Goodbyes,Sam Smith,2019-02-01,"6,108,550",https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,117
This Feeling,"The Chainsmokers, Kelsea Ballerini",2019-02-01,"6,102,609",https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl,118
BEBE,"6ix9ine, Anuel AA",2019-02-01,"6,044,552",https://open.spotify.com/track/4KkUjFkcQvGvWekl8RATDn,119
IDGAF,Dua Lipa,2019-02-01,"6,035,746",https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,120
Best Part (feat. Daniel Caesar),H.E.R.,2019-02-01,"5,989,586",https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,121
"Fire On Fire - From ""Watership Down""",Sam Smith,2019-02-01,"5,986,658",https://open.spotify.com/track/5rFj8OzffT0iggSjcBaeND,122
Speechless (feat. Erika Sirola),Robin Schulz,2019-02-01,"5,980,857",https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5,123
breathin,Ariana Grande,2019-02-01,"5,931,760",https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,124
Terremoto,"Anitta, MC Kevinho",2019-02-01,"5,915,768",https://open.spotify.com/track/7G2XZhDNHo7SSDWSVxC0UT,125
Kiss and Make Up,"Dua Lipa, BLACKPINK",2019-02-01,"5,912,858",https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3,126
Thunder,Imagine Dragons,2019-02-01,"5,907,202",https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,127
changes,XXXTENTACION,2019-02-01,"5,897,432",https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,128
Solo (feat. Demi Lovato),Clean Bandit,2019-02-01,"5,855,313",https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h,129
ocean eyes,Billie Eilish,2019-02-01,"5,811,815",https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,130
Space Cadet (feat. Gunna),Metro Boomin,2019-02-01,"5,808,582",https://open.spotify.com/track/1fewSx2d5KIZ04wsooEBOz,131
Say You Won't Let Go,James Arthur,2019-02-01,"5,806,276",https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,132
One Call,Gunna,2019-02-01,"5,757,160",https://open.spotify.com/track/2IoZOYOZDrWCOLoZoYedxQ,133
Under Pressure - Remastered,"Queen, David Bowie",2019-02-01,"5,735,181",https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x,134
Happy Now,"Kygo, Sandro Cavazza",2019-02-01,"5,711,661",https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4,135
So Close,"NOTD, Felix Jaehn, Captain Cuts, Georgia Ku",2019-02-01,"5,706,275",https://open.spotify.com/track/7FjZU7XFs7P9jHI9Z0yRhK,136
whoa (mind in awe),XXXTENTACION,2019-02-01,"5,676,083",https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa,137
Havana (feat. Young Thug),Camila Cabello,2019-02-01,"5,664,041",https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,138
Prinzessa,Capital Bra,2019-02-01,"5,663,162",https://open.spotify.com/track/7r55d7IhAj5UGKiYbXBwRP,139
The Middle,"Zedd, Maren Morris, Grey",2019-02-01,"5,632,725",https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,140
Roses (with Juice WRLD feat. Brendon Urie),benny blanco,2019-02-01,"5,626,611",https://open.spotify.com/track/1KVczjazCcCCgM3gXXUl47,141
Ya No Tiene Novio,"Sebastian Yatra, Mau y Ricky",2019-02-01,"5,603,188",https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu,142
I Fall Apart,Post Malone,2019-02-01,"5,598,990",https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,143
Falling Down - Bonus Track,"Lil Peep, XXXTENTACION",2019-02-01,"5,565,906",https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9,144
Silence,"Marshmello, Khalid",2019-02-01,"5,558,320",https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,145
God is a woman,Ariana Grande,2019-02-01,"5,507,324",https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,146
New Rules,Dua Lipa,2019-02-01,"5,472,677",https://open.spotify.com/track/2xJCMIJfcNYDc5iR0sAm2O,147
Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",2019-02-01,"5,471,774",https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i,148
Everyday,"Logic, Marshmello",2019-02-01,"5,455,818",https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk,149
FEFE,"6ix9ine, Nicki Minaj, Murda Beatz",2019-02-01,"5,448,558",https://open.spotify.com/track/4QIyEq7TcTdAcxjI2AFlAK,150
Electricity (with Dua Lipa),"Silk City, Diplo, Mark Ronson",2019-02-01,"5,379,830",https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,151
Noticed,Lil Mosey,2019-02-01,"5,369,731",https://open.spotify.com/track/6JQvHMSaR8flFsN53ypOfP,152
Shotgun,George Ezra,2019-02-01,"5,363,871",https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC,153
Crushed Up,Future,2019-02-01,"5,327,082",https://open.spotify.com/track/7wcyO1rrH3Ru4t659IjG41,154
Fuck Love (feat. Trippie Redd),XXXTENTACION,2019-02-01,"5,315,867",https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,155
YOSEMITE,Travis Scott,2019-02-01,"5,299,657",https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR,156
Rise,"Jonas Blue, Jack & Jack",2019-02-01,"5,292,251",https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx,157
Asesina - Remix,"Brytiago, Daddy Yankee, Ozuna, Darell, Anuel AA",2019-02-01,"5,269,033",https://open.spotify.com/track/59PYgzOiOjGDzjDT5N5oOX,158
Cuando Te Besé,"Becky G, Paulo Londra",2019-02-01,"5,259,658",https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy,159
I Love It (& Lil Pump),Kanye West,2019-02-01,"5,208,549",https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ,160
Amigos Con Derechos,"Reik, Maluma",2019-02-01,"5,180,624",https://open.spotify.com/track/2zDj4WjbNDmrRL6Z4YjjCA,161
Sola,Manuel Turizo,2019-02-01,"5,158,031",https://open.spotify.com/track/675w3ACw5xZR3ODhUJlEVN,162
Culpables,"KAROL G, Anuel AA",2019-02-01,"5,154,128",https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH,163
7 Minutes,Dean Lewis,2019-02-01,"5,133,614",https://open.spotify.com/track/2BkyYZmU4JuWW2sYi9EzpC,164
Congratulations,"Post Malone, Quavo",2019-02-01,"5,127,342",https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,165
Somebody To Love - 2011 Mix,Queen,2019-02-01,"5,045,537",https://open.spotify.com/track/4rDbp1vnvEhieiccprPMdI,166
Look Alive (feat. Drake),BlocBoy JB,2019-02-01,"5,040,825",https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL,167
Wolves,"Selena Gomez, Marshmello",2019-02-01,"5,030,520",https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU,168
BAD!,XXXTENTACION,2019-02-01,"4,979,813",https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ,169
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,2019-02-01,"4,923,893",https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW,170
XO Tour Llif3,Lil Uzi Vert,2019-02-01,"4,915,917",https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,171
3 Nights,Dominic Fike,2019-02-01,"4,909,732",https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u,172
I'm a Mess,Bebe Rexha,2019-02-01,"4,901,495",https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R,173
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,2019-02-01,"4,836,167",https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e,174
Sauce!,XXXTENTACION,2019-02-01,"4,828,490",https://open.spotify.com/track/3jq1RpStaB1YGyN3rRZGca,175
goosebumps,Travis Scott,2019-02-01,"4,826,049",https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,176
Closer,"The Chainsmokers, Halsey",2019-02-01,"4,808,968",https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,177
In My Blood,Shawn Mendes,2019-02-01,"4,807,581",https://open.spotify.com/track/2QZ7WLBE8h2y1Y5Fb8RYbH,178
monster,21 Savage,2019-02-01,"4,801,171",https://open.spotify.com/track/2FUNBaa5DwItJtYEBgAblU,179
Happier,Ed Sheeran,2019-02-01,"4,781,060",https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,180
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,2019-02-01,"4,742,018",https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z,181
We Will Rock You - Remastered,Queen,2019-02-01,"4,727,615",https://open.spotify.com/track/4pbJqGIASGPr0ZpGpnWkDn,182
Thinking out Loud,Ed Sheeran,2019-02-01,"4,717,268",https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,183
Thunderclouds,"Sia, Diplo, Labrinth, LSD",2019-02-01,"4,670,833",https://open.spotify.com/track/2c7GlMNmF7pbohjykutmLP,184
Love Lies (with Normani),Khalid,2019-02-01,"4,653,028",https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk,185
Photograph,Ed Sheeran,2019-02-01,"4,627,402",https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,186
Anxiety (with Selena Gomez),Julia Michaels,2019-02-01,"4,609,218",https://open.spotify.com/track/1XJ93XskwJf7PCyIVLbNBt,187
Ric Flair Drip (& Metro Boomin),Offset,2019-02-01,"4,596,035",https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,188
Jackie Chan,"Tiësto, Dzeko, Preme, Post Malone",2019-02-01,"4,593,552",https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp,189
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2019-02-01,"4,574,722",https://open.spotify.com/track/20ZP3Om9DvDazXrNUC7WM2,190
ROMEO & JULIET,"Loredana, Mozzik",2019-02-01,"4,555,070",https://open.spotify.com/track/3uB8KqnEoQq5bTQ1JFHJ7Y,191
Africa,TOTO,2019-02-01,"4,546,130",https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX,192
What Lovers Do,"Maroon 5, SZA",2019-02-01,"4,542,159",https://open.spotify.com/track/0WdGQhoAP2LBsqr5Jhit2g,193
HUMBLE.,Kendrick Lamar,2019-02-01,"4,500,487",https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,194
