Song,Artist,Date,Streams,Url,Rank
We Will Rock You - Remastered,Queen,2019-01-11,"4,405,033",https://open.spotify.com/track/4pbJqGIASGPr0ZpGpnWkDn,196
No Es Justo,"J Balvin, Zion & Lennox",2019-01-11,"4,387,910",https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7,197
Puntos Suspensivos,Piso 21,2019-01-11,"4,366,454",https://open.spotify.com/track/04cd1MHVq1D8v1nuTZoCdv,198
Rewrite The Stars,"Zac Efron, Zendaya",2019-01-11,"4,315,717",https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN,199
Something Just Like This,"The Chainsmokers, Coldplay",2019-01-11,"4,315,233",https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,200
7 rings,Ariana Grande,2019-01-18,"71,467,874",https://open.spotify.com/track/14msK75pk3pA33pzPVNtBF,1
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2019-01-18,"33,799,389",https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,2
Wow.,Post Malone,2019-01-18,"31,165,644",https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,3
"thank u, next",Ariana Grande,2019-01-18,"27,672,341",https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,4
Without Me,Halsey,2019-01-18,"27,576,694",https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,5
Calma - Remix,"Pedro Capó, Farruko",2019-01-18,"23,772,814",https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,6
Dancing With A Stranger (with Normani),Sam Smith,2019-01-18,"22,238,899",https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,7
Sweet but Psycho,Ava Max,2019-01-18,"21,711,506",https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,8
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2019-01-18,"21,435,790",https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,9
MIA (feat. Drake),Bad Bunny,2019-01-18,"19,597,964",https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,10
High Hopes,Panic! At The Disco,2019-01-18,"18,891,709",https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,11
Happier,"Marshmello, Bastille",2019-01-18,"18,135,105",https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,12
Adan y Eva,Paulo Londra,2019-01-18,"17,547,601",https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk,13
SICKO MODE,Travis Scott,2019-01-18,"17,280,171",https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,14
Going Bad (feat. Drake),Meek Mill,2019-01-18,"17,174,274",https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,15
Shallow,"Lady Gaga, Bradley Cooper",2019-01-18,"16,829,254",https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,16
Lost in the Fire,"Gesaffelstein, The Weeknd",2019-01-18,"15,898,519",https://open.spotify.com/track/7wFybC8jBH3zE139OpCtpG,17
Secreto,"Anuel AA, KAROL G",2019-01-18,"15,649,853",https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,18
ZEZE (feat. Travis Scott & Offset),Kodak Black,2019-01-18,"15,564,793",https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z,19
Saturday Nights,Khalid,2019-01-18,"14,560,398",https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,20
Eastside (with Halsey & Khalid),benny blanco,2019-01-18,"14,028,996",https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,21
Drip Too Hard (Lil Baby & Gunna),Lil Baby,2019-01-18,"13,585,875",https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,22
Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,2019-01-18,"13,523,043",https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,23
Look Back at It,A Boogie Wit da Hoodie,2019-01-18,"13,473,222",https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,24
Giant (with Rag'n'Bone Man),Calvin Harris,2019-01-18,"13,432,564",https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd,25
Mo Bamba,Sheck Wes,2019-01-18,"13,264,212",https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr,26
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,2019-01-18,"12,917,943",https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF,27
when the party's over,Billie Eilish,2019-01-18,"12,787,942",https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI,28
Better Now,Post Malone,2019-01-18,"12,225,139",https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,29
Be Alright,Dean Lewis,2019-01-18,"11,967,642",https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,30
SAD!,XXXTENTACION,2019-01-18,"11,909,435",https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,31
Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",2019-01-18,"11,782,058",https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh,32
Girls Like You (feat. Cardi B),Maroon 5,2019-01-18,"11,611,300",https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,33
Bohemian Rhapsody - 2011 Mix,Queen,2019-01-18,"11,183,058",https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,34
Desconocidos,"Mau y Ricky, Manuel Turizo, Camilo",2019-01-18,"11,064,377",https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ,35
Lucid Dreams,Juice WRLD,2019-01-18,"10,923,958",https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,36
Adictiva,"Daddy Yankee, Anuel AA",2019-01-18,"10,882,484",https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP,37
Ella Quiere Beber - Remix,"Anuel AA, Romeo Santos",2019-01-18,"10,862,330",https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq,38
Better,Khalid,2019-01-18,"10,854,712",https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,39
Moonlight,XXXTENTACION,2019-01-18,"10,351,258",https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,40
Leave Me Alone,Flipp Dinero,2019-01-18,"10,330,367",https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,41
imagine,Ariana Grande,2019-01-18,"10,326,381",https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F,42
Wake Up in the Sky,"Gucci Mane, Bruno Mars, Kodak Black",2019-01-18,"10,323,852",https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud,43
In My Mind,"Dynoro, Gigi D'Agostino",2019-01-18,"10,316,464",https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,44
Baila Baila Baila,Ozuna,2019-01-18,"10,271,742",https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG,45
Keanu Reeves,Logic,2019-01-18,"10,133,154",https://open.spotify.com/track/25F6MWrnFBCXVnpN4n76EK,46
rockstar (feat. 21 Savage),Post Malone,2019-01-18,"9,956,213",https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,47
Amanece,"Anuel AA, Haze",2019-01-18,"9,710,846",https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH,48
Hope,"The Chainsmokers, Winona Oak",2019-01-18,"9,657,252",https://open.spotify.com/track/4BiiOzZCrXEzHRLYcYFiD5,49
Promises (with Sam Smith),"Calvin Harris, Jessie Reyez",2019-01-18,"9,654,926",https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,50
lovely,"Billie Eilish, Khalid",2019-01-18,"9,474,960",https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf,51
First Off (feat. Travis Scott),Future,2019-01-18,"9,301,657",https://open.spotify.com/track/3WRIaWsws011vHMd9uzPjG,52
Taste (feat. Offset),Tyga,2019-01-18,"9,205,634",https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy,53
Youngblood,5 Seconds of Summer,2019-01-18,"9,187,834",https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,54
Hobby Hobby,MERO,2019-01-18,"9,075,914",https://open.spotify.com/track/260R90ctQ1SiPax90PuEsT,55
no tears left to cry,Ariana Grande,2019-01-18,"8,846,430",https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,56
Crushed Up,Future,2019-01-18,"8,726,504",https://open.spotify.com/track/7wcyO1rrH3Ru4t659IjG41,57
Ruin My Life,Zara Larsson,2019-01-18,"8,718,625",https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU,58
a lot,21 Savage,2019-01-18,"8,666,560",https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d,59
Solo de Mi,Bad Bunny,2019-01-18,"8,587,787",https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR,60
I Like It,"Cardi B, Bad Bunny, J Balvin",2019-01-18,"8,468,946",https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,61
Imposible,"Luis Fonsi, Ozuna",2019-01-18,"8,466,082",https://open.spotify.com/track/3ao3OVxHlb3C08vAaApUlm,62
Bad Liar,Imagine Dragons,2019-01-18,"8,460,850",https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,63
Love Someone,Lukas Graham,2019-01-18,"8,235,689",https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r,64
Money,Cardi B,2019-01-18,"8,223,260",https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e,65
NI BIEN NI MAL,Bad Bunny,2019-01-18,"8,172,522",https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8,66
whoa (mind in awe),XXXTENTACION,2019-01-18,"8,132,321",https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa,67
Vaina Loca,"Ozuna, Manuel Turizo",2019-01-18,"8,057,457",https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA,68
God's Plan,Drake,2019-01-18,"7,896,269",https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,69
Natural,Imagine Dragons,2019-01-18,"7,845,067",https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,70
Jocelyn Flores,XXXTENTACION,2019-01-18,"7,843,780",https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,71
Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,2019-01-18,"7,769,520",https://open.spotify.com/track/0jAfdqv18goRTUxm3ilRjb,72
Body (feat. brando),Loud Luxury,2019-01-18,"7,719,123",https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs,73
Bubalu,"Becky G, Prince Royce, DJ Luian, Mambo Kingz, Anuel AA",2019-01-18,"7,691,925",https://open.spotify.com/track/7dNwJbsT0sg1le5kVugGJb,74
Beautiful (feat. Camila Cabello),Bazzi,2019-01-18,"7,568,703",https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF,75
Let You Love Me,Rita Ora,2019-01-18,"7,475,195",https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP,76
2002,Anne-Marie,2019-01-18,"7,447,419",https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,77
In My Feelings,Drake,2019-01-18,"7,445,971",https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,78
Reggaeton,J Balvin,2019-01-18,"7,429,241",https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi,79
Shape of You,Ed Sheeran,2019-01-18,"7,372,309",https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,80
Nonstop,Drake,2019-01-18,"7,294,497",https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,81
Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,2019-01-18,"7,277,513",https://open.spotify.com/track/6mQLN3zRtAp6ovjusyYKrV,82
breathin,Ariana Grande,2019-01-18,"7,232,610",https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,83
Say My Name,"David Guetta, Bebe Rexha, J Balvin",2019-01-18,"7,057,221",https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6,84
monster,21 Savage,2019-01-18,"7,052,322",https://open.spotify.com/track/2FUNBaa5DwItJtYEBgAblU,85
Nights Like This (feat. Ty Dolla $ign),Kehlani,2019-01-18,"7,037,371",https://open.spotify.com/track/7e4KQkp5ZR1gXCAalRjX6B,86
Undecided,Chris Brown,2019-01-18,"7,013,119",https://open.spotify.com/track/7uiBocndm12aKbsdnQ3Scx,87
Te Vi,"Piso 21, Micro TDH",2019-01-18,"7,003,480",https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd,88
Believer,Imagine Dragons,2019-01-18,"6,988,224",https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,89
Psycho (feat. Ty Dolla $ign),Post Malone,2019-01-18,"6,940,641",https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,90
"Fire On Fire - From ""Watership Down""",Sam Smith,2019-01-18,"6,936,477",https://open.spotify.com/track/5rFj8OzffT0iggSjcBaeND,91
KIKA,"6ix9ine, Tory Lanez",2019-01-18,"6,905,067",https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3,92
One Kiss (with Dua Lipa),Calvin Harris,2019-01-18,"6,896,828",https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,93
Kiss and Make Up,"Dua Lipa, BLACKPINK",2019-01-18,"6,890,632",https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3,94
Butterfly Doors,Lil Pump,2019-01-18,"6,812,034",https://open.spotify.com/track/4NdXQlDTzxbOMkzJGWFtz3,95
MALA,"6ix9ine, Anuel AA",2019-01-18,"6,776,924",https://open.spotify.com/track/0LQ1J0BCzA2qnAgp9MkkNE,96
Cuando Te Besé,"Becky G, Paulo Londra",2019-01-18,"6,752,747",https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy,97
Another One Bites The Dust - Remastered 2011,Queen,2019-01-18,"6,720,050",https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7,98
Perfect,Ed Sheeran,2019-01-18,"6,675,074",https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,99
idontwannabeyouanymore,Billie Eilish,2019-01-18,"6,650,744",https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu,100
Don't Stop Me Now - 2011 Mix,Queen,2019-01-18,"6,633,234",https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,101
Armed And Dangerous,Juice WRLD,2019-01-18,"6,553,970",https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX,102
No Stylist (feat. Drake),French Montana,2019-01-18,"6,528,134",https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A,103
Solo (feat. Demi Lovato),Clean Bandit,2019-01-18,"6,501,722",https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h,104
BEBE,"6ix9ine, Anuel AA",2019-01-18,"6,447,772",https://open.spotify.com/track/4KkUjFkcQvGvWekl8RATDn,105
I Like Me Better,Lauv,2019-01-18,"6,445,987",https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,106
YOSEMITE,Travis Scott,2019-01-18,"6,366,943",https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR,107
Let Me Down Slowly,Alec Benjamin,2019-01-18,"6,360,657",https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,108
IDGAF,Dua Lipa,2019-01-18,"6,356,736",https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,109
God is a woman,Ariana Grande,2019-01-18,"6,344,806",https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,110
MIDDLE CHILD,J. Cole,2019-01-18,"6,236,225",https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,111
changes,XXXTENTACION,2019-01-18,"6,198,172",https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,112
Thunder,Imagine Dragons,2019-01-18,"6,086,453",https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,113
Falling Down - Bonus Track,"Lil Peep, XXXTENTACION",2019-01-18,"6,082,291",https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9,114
Ya No Tiene Novio,"Sebastian Yatra, Mau y Ricky",2019-01-18,"6,078,610",https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu,115
Roses (with Juice WRLD feat. Brendon Urie),benny blanco,2019-01-18,"6,075,278",https://open.spotify.com/track/1KVczjazCcCCgM3gXXUl47,116
Créeme,"KAROL G, Maluma",2019-01-18,"6,027,558",https://open.spotify.com/track/1mT47pKLXUwPYGwB91GcNz,117
Too Good At Goodbyes,Sam Smith,2019-01-18,"6,008,781",https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,118
Splashin,Rich The Kid,2019-01-18,"6,003,048",https://open.spotify.com/track/79OEIr4J4FHV0O3KrhaXRb,119
BAD!,XXXTENTACION,2019-01-18,"5,987,440",https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ,120
This Feeling,"The Chainsmokers, Kelsea Ballerini",2019-01-18,"5,980,932",https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl,121
Havana (feat. Young Thug),Camila Cabello,2019-01-18,"5,980,867",https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,122
Best Part (feat. Daniel Caesar),H.E.R.,2019-01-18,"5,975,363",https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,123
Shotgun,George Ezra,2019-01-18,"5,950,603",https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC,124
FEFE,"6ix9ine, Nicki Minaj, Murda Beatz",2019-01-18,"5,920,981",https://open.spotify.com/track/4QIyEq7TcTdAcxjI2AFlAK,125
Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",2019-01-18,"5,895,098",https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i,126
Space Cadet (feat. Gunna),Metro Boomin,2019-01-18,"5,885,691",https://open.spotify.com/track/1fewSx2d5KIZ04wsooEBOz,127
I Fall Apart,Post Malone,2019-01-18,"5,863,791",https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,128
Happy Now,"Kygo, Sandro Cavazza",2019-01-18,"5,853,211",https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4,129
The Middle,"Zedd, Maren Morris, Grey",2019-01-18,"5,803,287",https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,130
I Love It (& Lil Pump),Kanye West,2019-01-18,"5,779,066",https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ,131
Say You Won't Let Go,James Arthur,2019-01-18,"5,773,405",https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,132
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,2019-01-18,"5,759,252",https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,133
Mile High,"James Blake, Travis Scott, Metro Boomin",2019-01-18,"5,687,330",https://open.spotify.com/track/64ydkbrt0xhdJXRaam06Mc,134
New Rules,Dua Lipa,2019-01-18,"5,677,513",https://open.spotify.com/track/2xJCMIJfcNYDc5iR0sAm2O,135
Rise,"Jonas Blue, Jack & Jack",2019-01-18,"5,645,925",https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx,136
Lie To Me (feat. Julia Michaels),5 Seconds of Summer,2019-01-18,"5,638,330",https://open.spotify.com/track/6GzApXoBQiiAjak3tOQfV3,137
Under Pressure - Remastered,"Queen, David Bowie",2019-01-18,"5,630,826",https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x,138
Fuck Love (feat. Trippie Redd),XXXTENTACION,2019-01-18,"5,624,912",https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,139
Someone You Loved,Lewis Capaldi,2019-01-18,"5,621,433",https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc,140
Culpables,"KAROL G, Anuel AA",2019-01-18,"5,549,843",https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH,141
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,2019-01-18,"5,504,907",https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW,142
Electricity (with Dua Lipa),"Silk City, Diplo, Mark Ronson",2019-01-18,"5,485,879",https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,143
Fine China,"Future, Juice WRLD",2019-01-18,"5,477,851",https://open.spotify.com/track/5274I4mUMnYczyeXkGDWZN,144
Noticed,Lil Mosey,2019-01-18,"5,475,910",https://open.spotify.com/track/6JQvHMSaR8flFsN53ypOfP,145
FRIENDS,"Marshmello, Anne-Marie",2019-01-18,"5,469,978",https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,146
Always Remember Us This Way,Lady Gaga,2019-01-18,"5,449,652",https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk,147
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,2019-01-18,"5,416,639",https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e,148
Asesina - Remix,"Brytiago, Daddy Yankee, Ozuna, Darell, Anuel AA",2019-01-18,"5,366,409",https://open.spotify.com/track/59PYgzOiOjGDzjDT5N5oOX,149
Trampoline,SHAED,2019-01-18,"5,359,369",https://open.spotify.com/track/0lsRatBUs9HNIZAmoGABzk,150
SOLO,JENNIE,2019-01-18,"5,337,489",https://open.spotify.com/track/2wVDWtLKXunswWecARNILj,151
Amigos Con Derechos,"Reik, Maluma",2019-01-18,"5,322,672",https://open.spotify.com/track/2zDj4WjbNDmrRL6Z4YjjCA,152
I'm a Mess,Bebe Rexha,2019-01-18,"5,308,978",https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R,153
Look Alive (feat. Drake),BlocBoy JB,2019-01-18,"5,281,918",https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL,154
Woman Like Me (feat. Nicki Minaj),Little Mix,2019-01-18,"5,274,936",https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED,155
Congratulations,"Post Malone, Quavo",2019-01-18,"5,183,853",https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,156
In My Blood,Shawn Mendes,2019-01-18,"5,149,665",https://open.spotify.com/track/2QZ7WLBE8h2y1Y5Fb8RYbH,157
Somebody To Love - 2011 Mix,Queen,2019-01-18,"5,141,601",https://open.spotify.com/track/6cFZ4PLC19taNlpl9pbGMf,158
XO Tour Llif3,Lil Uzi Vert,2019-01-18,"5,087,518",https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,159
Nuketown (feat. Juice WRLD),Ski Mask The Slump God,2019-01-18,"5,055,315",https://open.spotify.com/track/74lnM5V6ecvoTPV0fvptx9,160
Thunderclouds,"Sia, Diplo, Labrinth, LSD",2019-01-18,"5,021,106",https://open.spotify.com/track/2c7GlMNmF7pbohjykutmLP,161
Pure Water (with Migos),Mustard,2019-01-18,"4,971,065",https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp,162
Love Lies (with Normani),Khalid,2019-01-18,"4,940,975",https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk,163
Sola,Manuel Turizo,2019-01-18,"4,932,374",https://open.spotify.com/track/675w3ACw5xZR3ODhUJlEVN,164
Closer,"The Chainsmokers, Halsey",2019-01-18,"4,895,732",https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,165
bellyache,Billie Eilish,2019-01-18,"4,893,874",https://open.spotify.com/track/51NFxnQvaosfDDutk0tams,166
"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",Nicki Minaj,2019-01-18,"4,880,234",https://open.spotify.com/track/4Uy3kNxW2kB8AEoXljEcth,167
Thinking out Loud,Ed Sheeran,2019-01-18,"4,837,387",https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,168
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,2019-01-18,"4,834,017",https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z,169
Jackie Chan,"Tiësto, Dzeko, Preme, Post Malone",2019-01-18,"4,819,228",https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp,170
Jumpin on a Jet,Future,2019-01-18,"4,813,197",https://open.spotify.com/track/1I3ZAmPmbFV78oNKnibOiW,171
So Close,"NOTD, Felix Jaehn, Captain Cuts, Georgia Ku",2019-01-18,"4,811,741",https://open.spotify.com/track/7FjZU7XFs7P9jHI9Z0yRhK,172
PPP,Kevin Roldan,2019-01-18,"4,786,078",https://open.spotify.com/track/1DcxnVNFAyVl2sDQ646pXS,173
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2019-01-18,"4,758,934",https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x,174
Calling My Spirit,Kodak Black,2019-01-18,"4,727,806",https://open.spotify.com/track/2MShy1GSSgbmGUxADNIao5,175
Everybody Dies In Their Nightmares,XXXTENTACION,2019-01-18,"4,707,913",https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7,176
ocean eyes,Billie Eilish,2019-01-18,"4,693,749",https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,177
Ric Flair Drip (& Metro Boomin),Offset,2019-01-18,"4,689,153",https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,178
Lucky You (feat. Joyner Lucas),Eminem,2019-01-18,"4,680,885",https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0,179
Africa,TOTO,2019-01-18,"4,659,170",https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX,180
Photograph,Ed Sheeran,2019-01-18,"4,658,924",https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,181
goosebumps,Travis Scott,2019-01-18,"4,585,369",https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,182
Atrasadinha - Ao Vivo,"Felipe Araújo, Ferrugem",2019-01-18,"4,573,764",https://open.spotify.com/track/5EKHbW7mXcAR4hCyS3YXjb,183
Nice For What,Drake,2019-01-18,"4,573,117",https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw,184
Wonderwall - Remastered,Oasis,2019-01-18,"4,551,052",https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa,185
We Will Rock You - Remastered,Queen,2019-01-18,"4,550,604",https://open.spotify.com/track/4pbJqGIASGPr0ZpGpnWkDn,186
Jenifer,Gabriel Diniz,2019-01-18,"4,548,197",https://open.spotify.com/track/5ixqGGFu0hdHfErdp32QwT,187
HUMBLE.,Kendrick Lamar,2019-01-18,"4,536,715",https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,188
Happier,Ed Sheeran,2019-01-18,"4,514,060",https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,189
Sin Pijama,"Becky G, Natti Natasha",2019-01-18,"4,495,173",https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww,190
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,2019-01-18,"4,440,836",https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p,191
DODI,Shindy,2019-01-18,"4,407,694",https://open.spotify.com/track/63THFs9ovzO3WQsz4lzh0H,192
I'm Yours,Jason Mraz,2019-01-18,"4,392,899",https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW,193
All The Stars (with SZA),Kendrick Lamar,2019-01-18,"4,370,643",https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s,194
