,Song,Artist,Date,Streams,Url,Track_Id,Rank,valence
2932,Jocelyn Flores,XXXTENTACION,2019-04-12,"5,808,916",https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,7m9OqQk4RVRkw9JJdeAw96,133,0.6963179604083665
2933,8,Billie Eilish,2019-04-12,"5,793,350",https://open.spotify.com/track/6X29iaaazwho3ab7GNue5r,6X29iaaazwho3ab7GNue5r,134,
2934,Wake Up in the Sky,"Gucci Mane, Bruno Mars, Kodak Black",2019-04-12,"5,716,609",https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud,2G1tXoGBaEMJ7FKGnkf6ud,135,0.4033431436647631
2935,3 Nights,Dominic Fike,2019-04-12,"5,684,396",https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u,1tNJrcVe6gwLEiZCtprs1u,136,0.049647720095541525
2936,One Kiss (with Dua Lipa),Calvin Harris,2019-04-12,"5,683,880",https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,7ef4DlsgrMEH11cDZd32M6,137,0.22793188154628818
2937,no tears left to cry,Ariana Grande,2019-04-12,"5,570,893",https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,2qT1uLXPVPzGgFOx4jtEuo,138,0.6667280114509742
2938,ocean eyes,Billie Eilish,2019-04-12,"5,544,925",https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,2uIX8YMNjGMD7441kqyyNU,139,0.8970867473254664
2939,Love Someone,Lukas Graham,2019-04-12,"5,464,859",https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r,3id2EVGKc3eFAMn9nFnB0r,140,0.7130066132113353
2940,Thunder,Imagine Dragons,2019-04-12,"5,463,008",https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,1zB4vmk8tFRmM9UULNzbLB,141,0.5602898976349526
2941,bellyache,Billie Eilish,2019-04-12,"5,460,649",https://open.spotify.com/track/51NFxnQvaosfDDutk0tams,51NFxnQvaosfDDutk0tams,142,0.1182130030936126
2942,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,2019-04-12,"5,448,319",https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF,27rdGxbavYJeBphck5MZAF,143,0.1644332593519071
2943,Au DD,PNL,2019-04-12,"5,407,706",https://open.spotify.com/track/5lCxlSBFyP5g4EhVypAoOu,5lCxlSBFyP5g4EhVypAoOu,144,
2944,Lost In Japan,Shawn Mendes,2019-04-12,"5,382,757",https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV,79esEXlqqmq0GPz0xQSZTV,145,0.4352192238141521
2945,"No New Friends (feat. Sia, Diplo, and Labrinth)","Sia, LSD",2019-04-12,"5,290,582",https://open.spotify.com/track/6Dma0t0hOe6Bd6u5YRKF3n,6Dma0t0hOe6Bd6u5YRKF3n,146,
2946,Too Good At Goodbyes,Sam Smith,2019-04-12,"5,276,282",https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,1mXVgsBdtIVeCLJnSnmtdV,147,0.8807841336043929
2947,Moonlight,Gaullin,2019-04-12,"5,236,628",https://open.spotify.com/track/0A5gdlrpAuQqZ2iFgnqBFW,0A5gdlrpAuQqZ2iFgnqBFW,148,
2948,Under Pressure - Remastered,"Queen, David Bowie",2019-04-12,"5,166,198",https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x,2fuCquhmrzHpu5xcA1ci9x,149,0.09356533929768385
2949,Say You Won't Let Go,James Arthur,2019-04-12,"5,160,557",https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,5uCax9HTNlzGybIStD3vDh,150,0.9820063788632549
2950,Natural,Imagine Dragons,2019-04-12,"5,131,967",https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,2FY7b99s15jUprqC0M5NCT,151,0.05994635138557025
2951,IDGAF,Dua Lipa,2019-04-12,"5,112,543",https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,76cy1WJvNGJTj78UqeA5zr,152,0.9561556156551174
2952,The Middle,"Zedd, Maren Morris, Grey",2019-04-12,"5,111,318",https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,09IStsImFySgyp0pIQdqAc,153,0.7136165396079278
2953,That's a Rack,Lil Uzi Vert,2019-04-12,"5,066,936",https://open.spotify.com/track/4pCEIQ6wBVuaJdER5bALtO,4pCEIQ6wBVuaJdER5bALtO,154,
2954,Congratulations,"Post Malone, Quavo",2019-04-12,"4,974,268",https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,3a1lNhkSLSkpJE4MSHpDu9,155,0.00040833851288857304
2955,Don't Know What To Do,BLACKPINK,2019-04-12,"4,969,429",https://open.spotify.com/track/1TaQciB8qqRZ9fxWGhS65X,1TaQciB8qqRZ9fxWGhS65X,156,
2956,Wow. - Remix,"Post Malone, Roddy Ricch, Tyga",2019-04-12,"4,966,755",https://open.spotify.com/track/0fcq51a3gOI6gPvzc0YLsk,0fcq51a3gOI6gPvzc0YLsk,157,
2957,Ela É do Tipo,MC Kevin o Chris,2019-04-12,"4,949,308",https://open.spotify.com/track/2x8TNY9KwNvD19gVGs4WOP,2x8TNY9KwNvD19gVGs4WOP,158,
2958,In My Feelings,Drake,2019-04-12,"4,946,860",https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,2G7V7zsVDxg1yRsu7Ew9RJ,159,0.14080194219879238
2959,Insomnia,Daya,2019-04-12,"4,934,599",https://open.spotify.com/track/7hzlzoOwCZ4D3Ow5YZK4kj,7hzlzoOwCZ4D3Ow5YZK4kj,160,
2960,I Fall Apart,Post Malone,2019-04-12,"4,921,132",https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,75ZvA4QfFiZvzhj2xkaWAh,161,0.615806852733543
2961,Havana (feat. Young Thug),Camila Cabello,2019-04-12,"4,917,152",https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,1rfofaqEpACxVEHIZBJe6W,162,0.570261207836354
2962,The Bones,Maren Morris,2019-04-12,"4,916,017",https://open.spotify.com/track/3npzogdOEiVsieXmmhBepL,3npzogdOEiVsieXmmhBepL,163,
2963,Don't Pretend (feat. SAFE),Khalid,2019-04-12,"4,856,523",https://open.spotify.com/track/1E6DEDWDKHoOW0fcFuDghV,1E6DEDWDKHoOW0fcFuDghV,164,
2964,Créeme,"KAROL G, Maluma",2019-04-12,"4,842,927",https://open.spotify.com/track/1mT47pKLXUwPYGwB91GcNz,1mT47pKLXUwPYGwB91GcNz,165,0.4023547987550332
2965,Beautiful (feat. Camila Cabello),Bazzi,2019-04-12,"4,840,020",https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF,4VUwkH455At9kENOfzTqmF,166,0.3760175192895685
2966,Don't Worry Bout Me,Zara Larsson,2019-04-12,"4,835,894",https://open.spotify.com/track/507tQXutCPYNFkpOq8tmKF,507tQXutCPYNFkpOq8tmKF,167,
2967,Reggaeton,J Balvin,2019-04-12,"4,800,806",https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi,2D3z17LBMJ2HEHeBFFjTLi,168,0.44113889869752565
2968,Speechless (feat. Erika Sirola),Robin Schulz,2019-04-12,"4,800,661",https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5,1rCcsYnmqbMYdkG7kS9GC5,169,0.9426054448214018
2969,R.I.P. (feat. Rita Ora & Anitta),Sofia Reyes,2019-04-12,"4,789,847",https://open.spotify.com/track/6JqpFboOH2bq9pzaYbkKBn,6JqpFboOH2bq9pzaYbkKBn,170,
2970,FRIENDS,"Marshmello, Anne-Marie",2019-04-12,"4,788,521",https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,08bNPGLD8AhKpnnERrAc6G,171,0.6850029383933754
2971,Cherry Lady,Capital Bra,2019-04-12,"4,767,539",https://open.spotify.com/track/3r1cV21xPMkgCmxk8VqWOB,3r1cV21xPMkgCmxk8VqWOB,172,
2972,Closer,"The Chainsmokers, Halsey",2019-04-12,"4,767,331",https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,7BKLCZ1jbUBVqRi2FVlTVw,173,0.17370931233955833
2973,Shotgun,George Ezra,2019-04-12,"4,754,432",https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC,4ofwffwvvnbSkrMSCKQDaC,174,0.1879778663183137
2974,Piece Of Your Heart,"MEDUZA, Goodboys",2019-04-12,"4,728,104",https://open.spotify.com/track/5p1ex0pXv6jSPJ6QbumQpD,5p1ex0pXv6jSPJ6QbumQpD,175,
2975,This Feeling,"The Chainsmokers, Kelsea Ballerini",2019-04-12,"4,723,770",https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl,4NBTZtAt1F13VvlSKe6KTl,176,0.008867794623848235
2976,Bola Rebola,"Tropkillaz, J Balvin, Anitta, Mc Zaac",2019-04-12,"4,713,985",https://open.spotify.com/track/1OUPXna2MCgAt3VNmXJBtg,1OUPXna2MCgAt3VNmXJBtg,177,
2977,Photograph,Ed Sheeran,2019-04-12,"4,709,004",https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,6fxVffaTuwjgEk5h9QyRjy,178,0.8090340315660504
2978,Que Mas Pues - Remix,"Sech, Justin Quiles, Maluma, Nicky Jam, Farruko, Dalex, Lenny Tavárez",2019-04-12,"4,683,996",https://open.spotify.com/track/1k1CJlU1eAEpAbNK0TVeKD,1k1CJlU1eAEpAbNK0TVeKD,179,
2979,changes,XXXTENTACION,2019-04-12,"4,666,201",https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,7AFASza1mXqntmGtbxXprO,180,0.061891303474042036
2980,Something Just Like This,"The Chainsmokers, Coldplay",2019-04-12,"4,650,863",https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,6RUKPb4LETWmmr3iAEQktW,181,0.9575279539112705
2981,Nonstop,Drake,2019-04-12,"4,643,497",https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,0TlLq3lA83rQOYtrqBqSct,182,0.8902034489588183
2982,Solo (feat. Demi Lovato),Clean Bandit,2019-04-12,"4,633,307",https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h,3NuK5xMlSlB6K2Qp16zf3h,183,0.079926028610525
2983,Wake Me Up,Avicii,2019-04-12,"4,617,663",https://open.spotify.com/track/4h8VwCb1MTGoLKueQ1WgbD,4h8VwCb1MTGoLKueQ1WgbD,184,
2984,Swing,Danny Ocean,2019-04-12,"4,607,073",https://open.spotify.com/track/4DbhxwlkhTbCTqlZptxmI6,4DbhxwlkhTbCTqlZptxmI6,185,
2985,Leave Me Alone,Flipp Dinero,2019-04-12,"4,603,499",https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,14mHfNsSHN0FbLftyjrV9g,186,0.07876037639590583
2986,New Rules,Dua Lipa,2019-04-12,"4,603,494",https://open.spotify.com/track/2xJCMIJfcNYDc5iR0sAm2O,2xJCMIJfcNYDc5iR0sAm2O,187,0.6073777052102209
2987,I,Lil Skies,2019-04-12,"4,595,224",https://open.spotify.com/track/4ZT9FnbFu1PaBfV3itxiqT,4ZT9FnbFu1PaBfV3itxiqT,188,
2988,Last Hurrah,Bebe Rexha,2019-04-12,"4,586,483",https://open.spotify.com/track/0i0wnv9UoFdZ5MfuFGQzMy,0i0wnv9UoFdZ5MfuFGQzMy,189,
2989,Freaky,Tory Lanez,2019-04-12,"4,567,614",https://open.spotify.com/track/0NJp8GyCOWnQh71xKSPfuV,0NJp8GyCOWnQh71xKSPfuV,190,
2990,Kiss and Make Up,"Dua Lipa, BLACKPINK",2019-04-12,"4,542,486",https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3,13hvHEstJ4sNbzdroPrPI3,191,0.24454132225767733
2991,XO Tour Llif3,Lil Uzi Vert,2019-04-12,"4,536,990",https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,7GX5flRQZVHRAGd6B4TmDO,192,0.013455347439491061
2992,Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",2019-04-12,"4,533,835",https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh,2LskIZrCeLxRvCiGP8gxlh,193,0.8073163700728055
2993,Pa Olvidarte (feat. Manuel Turizo) - Remix,"ChocQuibTown, Zion & Lennox, Farruko",2019-04-12,"4,486,084",https://open.spotify.com/track/2ktoFujjJtantyMoVdBJlX,2ktoFujjJtantyMoVdBJlX,194,
2994,Sola,Manuel Turizo,2019-04-12,"4,479,118",https://open.spotify.com/track/675w3ACw5xZR3ODhUJlEVN,675w3ACw5xZR3ODhUJlEVN,195,0.8949873602997294
2995,Que Le De,"Rauw Alejandro, Nicky Jam",2019-04-12,"4,465,013",https://open.spotify.com/track/08aYFNUTIOMGq93e2VSArQ,08aYFNUTIOMGq93e2VSArQ,196,
2996,Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",2019-04-12,"4,434,665",https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i,3V8UKqhEK5zBkBb6d6ub8i,197,0.28010522049737674
2997,Nights Like This (feat. Ty Dolla $ign),Kehlani,2019-04-12,"4,434,371",https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy,6ZRuF2n1CQxyxxAAWsKJOy,198,
2998,Africa,TOTO,2019-04-12,"4,430,309",https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX,2374M0fQpWi3dLnB54qaLX,199,0.28385464065431754
2999,Thinking out Loud,Ed Sheeran,2019-04-12,"4,419,059",https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,1Slwb6dOYkBlWal1PGtnNg,200,0.8289169186892157
3000,bad guy,Billie Eilish,2019-04-19,"40,259,374",https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2Fxmhks0bxGSBdJ92vM42m,1,
3001,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,2019-04-19,"33,975,090",https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7,6u7jPi22kF8CTQ3rb9DHE7,2,
3002,Old Town Road,Lil Nas X,2019-04-19,"27,568,885",https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O,53CJANUxooaqGOtdsBTh7O,3,
3003,SOS,"Avicii, Aloe Blacc",2019-04-19,"23,812,662",https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP,6nDKrPlXdpomGBgAlO7UdP,4,
3004,Con Calma,"Daddy Yankee, Snow",2019-04-19,"23,516,741",https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,5w9c2J52mkdntKOmRLeM2m,5,0.5640448537134167
3005,Boy With Luv (feat. Halsey),BTS,2019-04-19,"22,447,659",https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,5KawlOMHjWeUjQtnuRs22c,6,
3006,7 rings,Ariana Grande,2019-04-19,"21,780,435",https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,6ocbgoVGwYJhOv1GgI9NsF,7,0.6071684001264578
3007,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2019-04-19,"21,353,515",https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,3KkXRkHbMCARz0aVfEt68P,8,0.7196042779738121
3008,Sucker,Jonas Brothers,2019-04-19,"20,841,115",https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO,4y3OI86AEP6PQoDE6olYhO,9,
3009,Talk (feat. Disclosure),Khalid,2019-04-19,"18,389,998",https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,6TqXcAFInzjp0bODyvrWEq,10,
3010,bury a friend,Billie Eilish,2019-04-19,"17,977,340",https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,4SSnFejRGlZikf02HLewEF,11,
3011,Shallow,"Lady Gaga, Bradley Cooper",2019-04-19,"17,132,925",https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2VxeLyX666F8uXCJ0dZF8B,12,0.6422171663487183
3012,Wow.,Post Malone,2019-04-19,"16,652,654",https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,6MWtB6iiXyIwun0YzU6DFP,13,0.7341644490158049
3013,Don't Call Me Up,Mabel,2019-04-19,"16,424,414",https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,5WHTFyqSii0lmT9R21abT8,14,0.6134613484733394
3014,Kill This Love,BLACKPINK,2019-04-19,"15,752,290",https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn,4pUCKHjJ4Ijewc37rRrvHn,15,
3015,wish you were gay,Billie Eilish,2019-04-19,"14,565,136",https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD,3Fj47GNK2kUF0uaEDgXLaD,16,
3016,when the party's over,Billie Eilish,2019-04-19,"14,415,207",https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,43zdsphuZLzwA9k4DJhU0I,17,
3017,Here With Me,"Marshmello, CHVRCHES",2019-04-19,"14,251,208",https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,5icOoE6VgqFKohjWWNp0Ac,18,
3018,Pa Mí - Remix,"Dalex, Rafa Pabön, KHEA, Sech, Cazzu, Feid, Lenny Tavárez",2019-04-19,"14,169,080",https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH,224EVTFiLsdQignUFLvDeH,19,
3019,HP,Maluma,2019-04-19,"14,057,648",https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW,31UjYv5vLsDkzchJOtUMtW,20,
3020,Calma - Remix,"Pedro Capó, Farruko",2019-04-19,"14,043,479",https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,5iwz1NiezX7WWjnCgY5TH4,21,0.12196627883497402
3021,Sweet but Psycho,Ava Max,2019-04-19,"14,027,830",https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,25sgk305KZfyuqVBQIahim,22,0.6449172341502887
3022,Happier,"Marshmello, Bastille",2019-04-19,"13,438,804",https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2dpaYNEQHiRxtZbfNsse99,23,0.9004925812877339
3023,Dancing With A Stranger (with Normani),Sam Smith,2019-04-19,"12,960,745",https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,6Qs4SXO9dwPj5GKvVOv8Ki,24,0.8092716364335106
3024,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,2019-04-19,"12,617,837",https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,1wJRveJZLSb1rjhnUHQiv6,25,0.5644896192481323
3025,Without Me,Halsey,2019-04-19,"12,419,881",https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,5p7ujcrUXASCNwRaWNHR1C,26,0.6305629929982103
3026,i'm so tired...,"Lauv, Troye Sivan",2019-04-19,"12,411,629",https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,7COXchtUOMd6uIT6HvmRaI,27,0.36857603572776154
3027,Let Me Down Slowly,Alec Benjamin,2019-04-19,"12,324,368",https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,2qxmye6gAegTMjLKEBoR3d,28,0.4653190817481804
3028,Baila Baila Baila,Ozuna,2019-04-19,"12,306,390",https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG,7uH27oIt4a6cIFCA8ZPcyG,29,0.5070384393790948
3029,"break up with your girlfriend, i'm bored",Ariana Grande,2019-04-19,"12,182,413",https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,4kV4N9D1iKVxx1KLvtTpjS,30,0.24498650227333818
3030,Power is Power,"SZA, The Weeknd, Travis Scott, Game of Thrones",2019-04-19,"12,087,846",https://open.spotify.com/track/35RDmXJ59YYGNlv1KfTGsP,35RDmXJ59YYGNlv1KfTGsP,31,
3031,MIDDLE CHILD,J. Cole,2019-04-19,"12,086,957",https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,2JvzF1RMd7lE3KmFlsyZD8,32,0.8806525345887696
3032,Verte Ir,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",2019-04-19,"11,856,127",https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR,4lzxJ4jCuFDXXGkE1LmpKR,33,
3033,"thank u, next",Ariana Grande,2019-04-19,"11,676,493",https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,3e9HZxeyfWwjeyPAMmWSSQ,34,0.9331353749855461
3034,Te Robaré,"Nicky Jam, Ozuna",2019-04-19,"11,202,091",https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw,6v0lAdFF4haL8xjBIUjtOw,35,
3035,Secreto,"Anuel AA, KAROL G",2019-04-19,"11,169,639",https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,5W83ErFkO3aKAIS1WMi6u0,36,0.23924671887969173
3036,lovely,"Billie Eilish, Khalid",2019-04-19,"11,138,567",https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf,1NJcg626wLln4pGHpiV7mf,37,0.9530869910899228
3037,Sanguine Paradise,Lil Uzi Vert,2019-04-19,"10,891,403",https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN,3XiNC94b4Tq1xwv70sQJGN,38,
3038,Going Bad (feat. Drake),Meek Mill,2019-04-19,"10,807,634",https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,2IRZnDFmlqMuOrYOLnZZyc,39,0.9505540046807596
3039,High Hopes,Panic! At The Disco,2019-04-19,"10,803,582",https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,1rqqCSm0Qe4I9rUvWncaom,40,0.5065188455255522
3040,On My Way,"Alan Walker, Sabrina Carpenter, Farruko",2019-04-19,"10,693,989",https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq,4n7jnSxVLd8QioibtTDBDq,41,
3041,So Am I,Ava Max,2019-04-19,"10,443,282",https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7,0uUNN1nSoUx1A4fkDCWDQ7,42,
3042,Tal Vez,Paulo Londra,2019-04-19,"10,314,821",https://open.spotify.com/track/46lvmzK8wxAy66tjzXXSh0,46lvmzK8wxAy66tjzXXSh0,43,
3043,Con Altura,"ROSALÍA, J Balvin, El Guincho",2019-04-19,"10,277,117",https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,2qG5sZ7Si6sdK74qLxedYM,44,
3044,Earth,Lil Dicky,2019-04-19,"10,250,950",https://open.spotify.com/track/2S1LebN6AXXQqJolBxlWgO,2S1LebN6AXXQqJolBxlWgO,45,
3045,Murder On My Mind,YNW Melly,2019-04-19,"10,156,211",https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,7eBqSVxrzQZtK2mmgRG6lC,46,0.21086637488576354
3046,you should see me in a crown,Billie Eilish,2019-04-19,"9,888,124",https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d,3XF5xLJHOQQRbWya6hBp7d,47,
3047,Giant (with Rag'n'Bone Man),Calvin Harris,2019-04-19,"9,510,194",https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd,5itOtNx0WxtJmi1TQ3RuRd,48,0.052424620052910376
3048,Better,Khalid,2019-04-19,"9,455,500",https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,6zeeWid2sgw4lap2jV61PZ,49,0.2568745743460713
3049,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2019-04-19,"9,454,260",https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,4w8niZpiMy6qz1mntFA5uM,50,0.21326422210223261
3050,all the good girls go to hell,Billie Eilish,2019-04-19,"9,445,909",https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx,6IRdLKIyS4p7XNiP8r6rsx,51,
3051,Someone You Loved,Lewis Capaldi,2019-04-19,"9,442,017",https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc,2TIlqbIneP0ZY1O0EzYLlc,52,0.17185623974983188
3052,Bohemian Rhapsody - 2011 Mix,Queen,2019-04-19,"9,281,623",https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,4u7EnebtmKWzUH433cf5Qv,53,
3053,Eastside (with Halsey & Khalid),benny blanco,2019-04-19,"9,191,628",https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,7FGq80cy8juXBCD2nrqdWU,54,0.36799635378352824
3054,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")","Kygo, Rita Ora",2019-04-19,"8,972,171",https://open.spotify.com/track/3y3brCCecHC3Db18aIOnny,3y3brCCecHC3Db18aIOnny,55,
3055,Who Do You Love,"The Chainsmokers, 5 Seconds of Summer",2019-04-19,"8,893,446",https://open.spotify.com/track/7ql71hBakyMi0Lxiq3Mugs,7ql71hBakyMi0Lxiq3Mugs,56,
3056,Pure Water (with Migos),Mustard,2019-04-19,"8,800,705",https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp,63cd4JkwGgYJrbOizbfmsp,57,0.8816932690950172
3057,Outta My Head (with John Mayer),Khalid,2019-04-19,"8,778,821",https://open.spotify.com/track/09oZ9eXQ2fo6YDrPzJqAoP,09oZ9eXQ2fo6YDrPzJqAoP,58,
3058,Better Now,Post Malone,2019-04-19,"8,679,033",https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,7dt6x5M1jzdTEt8oCbisTK,59,0.5936491799823664
3059,MIA (feat. Drake),Bad Bunny,2019-04-19,"8,646,315",https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,116H0KvKr2Zl4RPuVBruDO,60,0.7056661133711196
3060,my strange addiction,Billie Eilish,2019-04-19,"8,576,158",https://open.spotify.com/track/3Tc57t9l2O8FwQZtQOvPXK,3Tc57t9l2O8FwQZtQOvPXK,61,
3061,xanny,Billie Eilish,2019-04-19,"8,494,985",https://open.spotify.com/track/4QIo4oxwzzafcBWkKjDpXY,4QIo4oxwzzafcBWkKjDpXY,62,
3062,SICKO MODE,Travis Scott,2019-04-19,"8,263,840",https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2xLMifQCjDGFmkHkpNLD9h,63,0.893690108044516
3063,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,2019-04-19,"8,226,404",https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt,1WSGTYKLEpKfNQYYW5Oymt,64,
3064,Desconocidos,"Mau y Ricky, Manuel Turizo, Camilo",2019-04-19,"8,216,802",https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ,0s5DNDV6LAKn2u2Ufa3VjQ,65,0.9785766707955259
3065,Be Alright,Dean Lewis,2019-04-19,"8,216,522",https://open.spotify.com/track/2H4gf1wLxvYreMj1jcaN0k,2H4gf1wLxvYreMj1jcaN0k,66,
3066,Adan y Eva,Paulo Londra,2019-04-19,"8,178,054",https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk,6FyRXC8tJUh863JCkyWqtk,67,0.8557975766827419
3067,Girls Like You (feat. Cardi B),Maroon 5,2019-04-19,"7,931,650",https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,7fa9MBXhVfQ8P8Df9OEbD8,68,0.6347232939070291
3068,Te Vi,"Piso 21, Micro TDH",2019-04-19,"7,922,567",https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd,059bcIhyc2SBwm6sw2AZzd,69,0.053592607484792665
3069,rockstar (feat. 21 Savage),Post Malone,2019-04-19,"7,893,957",https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,0e7ipj03S05BNilyu5bRzt,70,0.6323024104852601
