,Song,Artist,Date,Streams,Url,Track_Id,Rank,valence
1681,bad idea,Ariana Grande,2019-03-01,"7,296,594",https://open.spotify.com/track/7EQpvVujgytLVY8vKiDHAg,7EQpvVujgytLVY8vKiDHAg,82,0.14573579142783033
1682,365,"Zedd, Katy Perry",2019-03-01,"7,175,177",https://open.spotify.com/track/2XWjPtKdi5sucFYtVav07d,2XWjPtKdi5sucFYtVav07d,83,0.5478579050947179
1683,imagine,Ariana Grande,2019-03-01,"7,139,668",https://open.spotify.com/track/39LmTF9RgyakzSYX8txrow,39LmTF9RgyakzSYX8txrow,84,0.528164212166192
1684,2002,Anne-Marie,2019-03-01,"7,122,572",https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,2BgEsaKNfHUdlh97KmvFyo,85,0.46094280933629905
1685,Taste (feat. Offset),Tyga,2019-03-01,"7,053,971",https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy,5IaHrVsrferBYDm0bDyABy,86,0.016643376829034384
1686,Shape of You,Ed Sheeran,2019-03-01,"7,030,820",https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,7qiZfU4dY1lWllzX7mPBI3,87,0.3245693971509478
1687,NI BIEN NI MAL,Bad Bunny,2019-03-01,"7,018,352",https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8,278kSqsZIiYp8p3QjYAqa8,88,0.23800200423626938
1688,Red Room,Offset,2019-03-01,"6,921,332",https://open.spotify.com/track/4TWflhgevIGo448fWc6mQq,4TWflhgevIGo448fWc6mQq,89,
1689,Reggaeton,J Balvin,2019-03-01,"6,879,758",https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi,2D3z17LBMJ2HEHeBFFjTLi,90,0.44113889869752565
1690,Mixed Personalities (feat. Kanye West),YNW Melly,2019-03-01,"6,852,232",https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL,6vWEAOUSxohKxhp0K1BsxL,91,
1691,Love Someone,Lukas Graham,2019-03-01,"6,715,878",https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r,3id2EVGKc3eFAMn9nFnB0r,92,0.7130066132113353
1692,Jocelyn Flores,XXXTENTACION,2019-03-01,"6,624,520",https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,7m9OqQk4RVRkw9JJdeAw96,93,0.6963179604083665
1693,Money,Cardi B,2019-03-01,"6,598,436",https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e,2GGMabyHXnJmjY6CXhhB2e,94,0.9125537400415782
1694,Walk Me Home,P!nk,2019-03-01,"6,578,427",https://open.spotify.com/track/7DHApOHsIFo7EyfieArYGE,7DHApOHsIFo7EyfieArYGE,95,
1695,Armed And Dangerous,Juice WRLD,2019-03-01,"6,574,124",https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX,5wujBwqG7INdStqGd4tRMX,96,0.5050963783717939
1696,no tears left to cry,Ariana Grande,2019-03-01,"6,570,411",https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,2qT1uLXPVPzGgFOx4jtEuo,97,0.6667280114509742
1697,Body (feat. brando),Loud Luxury,2019-03-01,"6,562,608",https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs,7K7MUBCnzgBAvMVW2RTWNs,98,0.2911014809953528
1698,idontwannabeyouanymore,Billie Eilish,2019-03-01,"6,549,047",https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu,40T5GIqQ1CegGm2PTEl8Bu,99,0.4111152080224161
1699,Bad Liar,Imagine Dragons,2019-03-01,"6,522,097",https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,2RSHsoi04658QL5xgQVov3,100,0.6170538258375224
1700,11 Minutes (with Halsey feat. Travis Barker),YUNGBLUD,2019-03-01,"6,506,523",https://open.spotify.com/track/4mGdjNMo0RonTlOEb7cYg4,4mGdjNMo0RonTlOEb7cYg4,101,0.3358391842659697
1701,God's Plan,Drake,2019-03-01,"6,493,967",https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,6DCZcSspjsKoFjzjrWoCdn,102,0.8249521000782333
1702,Bola Rebola,"Tropkillaz, J Balvin, Anitta, Mc Zaac",2019-03-01,"6,470,269",https://open.spotify.com/track/1OUPXna2MCgAt3VNmXJBtg,1OUPXna2MCgAt3VNmXJBtg,103,
1703,Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",2019-03-01,"6,466,119",https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh,2LskIZrCeLxRvCiGP8gxlh,104,0.8073163700728055
1704,Believer,Imagine Dragons,2019-03-01,"6,436,333",https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,0pqnGHJpmpxLKifKRmU6WP,105,0.8464450384076534
1705,Girls Need Love (with Drake) - Remix,Summer Walker,2019-03-01,"6,428,530",https://open.spotify.com/track/0mfCH4nfpshBQR9ueZP5eP,0mfCH4nfpshBQR9ueZP5eP,106,
1706,Under Pressure - Remastered,"Queen, David Bowie",2019-03-01,"6,385,020",https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x,2fuCquhmrzHpu5xcA1ci9x,107,0.09356533929768385
1707,Perfect,Ed Sheeran,2019-03-01,"6,371,826",https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,0tgVpDi06FyKpA1z0VMD4v,108,0.4470229443398379
1708,Psycho (feat. Ty Dolla $ign),Post Malone,2019-03-01,"6,367,388",https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,3swc6WTsr7rl9DqQKQA55C,109,0.3662940647094052
1709,I Like Me Better,Lauv,2019-03-01,"6,357,615",https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2P91MQbaiQOfbiz9VqhqKQ,110,0.7816219345953872
1710,One Kiss (with Dua Lipa),Calvin Harris,2019-03-01,"6,225,938",https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,7ef4DlsgrMEH11cDZd32M6,111,0.22793188154628818
1711,Lost In Japan,Shawn Mendes,2019-03-01,"6,191,358",https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV,79esEXlqqmq0GPz0xQSZTV,112,0.4352192238141521
1712,Leave Me Alone,Flipp Dinero,2019-03-01,"6,169,219",https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,14mHfNsSHN0FbLftyjrV9g,113,0.07876037639590583
1713,Legacy (feat. Travis Scott & 21 Savage),Offset,2019-03-01,"6,155,697",https://open.spotify.com/track/7pMRoGLEJuFM2wl5pt0R99,7pMRoGLEJuFM2wl5pt0R99,114,
1714,Imposible,"Luis Fonsi, Ozuna",2019-03-01,"6,150,701",https://open.spotify.com/track/4cuGZb0iFyHtwaSKdKrJkF,4cuGZb0iFyHtwaSKdKrJkF,115,0.8223211500523638
1715,Bubalu,"Becky G, Prince Royce, DJ Luian, Mambo Kingz, Anuel AA",2019-03-01,"6,142,100",https://open.spotify.com/track/7dNwJbsT0sg1le5kVugGJb,7dNwJbsT0sg1le5kVugGJb,116,0.813173228188306
1716,Créeme,"KAROL G, Maluma",2019-03-01,"6,015,162",https://open.spotify.com/track/1mT47pKLXUwPYGwB91GcNz,1mT47pKLXUwPYGwB91GcNz,117,0.4023547987550332
1717,Rule The World (feat. Ariana Grande),2 Chainz,2019-03-01,"5,870,185",https://open.spotify.com/track/1R6VwZ8TuHRzxZUxe88n4I,1R6VwZ8TuHRzxZUxe88n4I,118,
1718,fake smile,Ariana Grande,2019-03-01,"5,864,320",https://open.spotify.com/track/3wFLWP0FcIqHK1wb1CPthQ,3wFLWP0FcIqHK1wb1CPthQ,119,0.9217028623859984
1719,Speechless (feat. Erika Sirola),Robin Schulz,2019-03-01,"5,846,512",https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5,1rCcsYnmqbMYdkG7kS9GC5,120,0.9426054448214018
1720,bellyache,Billie Eilish,2019-03-01,"5,837,618",https://open.spotify.com/track/51NFxnQvaosfDDutk0tams,51NFxnQvaosfDDutk0tams,121,0.1182130030936126
1721,Natural,Imagine Dragons,2019-03-01,"5,831,978",https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,2FY7b99s15jUprqC0M5NCT,122,0.05994635138557025
1722,Solo de Mi,Bad Bunny,2019-03-01,"5,813,465",https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR,4uP3pUP18ennmz0tb3GphR,123,0.6319623198609311
1723,Beautiful (feat. Camila Cabello),Bazzi,2019-03-01,"5,772,439",https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF,4VUwkH455At9kENOfzTqmF,124,0.3760175192895685
1724,Let You Love Me,Rita Ora,2019-03-01,"5,688,966",https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP,5Fla3zyOCcIRqrDoKLU0DP,125,0.3880310723643461
1725,IDGAF,Dua Lipa,2019-03-01,"5,664,626",https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,76cy1WJvNGJTj78UqeA5zr,126,0.9561556156551174
1726,Too Good At Goodbyes,Sam Smith,2019-03-01,"5,660,053",https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,1mXVgsBdtIVeCLJnSnmtdV,127,0.8807841336043929
1727,Nonstop,Drake,2019-03-01,"5,642,400",https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,0TlLq3lA83rQOYtrqBqSct,128,0.8902034489588183
1728,Whip (feat. Travis Scott),2 Chainz,2019-03-01,"5,624,406",https://open.spotify.com/track/6Z4rmc0uujCpl8yXe3yjgI,6Z4rmc0uujCpl8yXe3yjgI,129,
1729,Pa Olvidarte (feat. Manuel Turizo) - Remix,"ChocQuibTown, Zion & Lennox, Farruko",2019-03-01,"5,607,248",https://open.spotify.com/track/2ktoFujjJtantyMoVdBJlX,2ktoFujjJtantyMoVdBJlX,130,
1730,Somebody To Love - 2011 Mix,Queen,2019-03-01,"5,605,029",https://open.spotify.com/track/4rDbp1vnvEhieiccprPMdI,4rDbp1vnvEhieiccprPMdI,131,0.35440180024724677
1731,In My Feelings,Drake,2019-03-01,"5,594,827",https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,2G7V7zsVDxg1yRsu7Ew9RJ,132,0.14080194219879238
1732,Almost (Sweet Music),Hozier,2019-03-01,"5,547,517",https://open.spotify.com/track/6UTmrvq4nRmx1iQ6iMd1FD,6UTmrvq4nRmx1iQ6iMd1FD,133,
1733,No Sleep (feat. Bonn),Martin Garrix,2019-03-01,"5,543,933",https://open.spotify.com/track/1ahVFh0ViDZr8LvkEVlq3B,1ahVFh0ViDZr8LvkEVlq3B,134,
1734,"Thotiana (feat. Cardi B, YG) [Remix]",Blueface,2019-03-01,"5,512,258",https://open.spotify.com/track/1JkrD47SDpAbyvqKtolcea,1JkrD47SDpAbyvqKtolcea,135,
1735,Say You Won't Let Go,James Arthur,2019-03-01,"5,503,167",https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,5uCax9HTNlzGybIStD3vDh,136,0.9820063788632549
1736,Esclavo de Tus Besos,"Manuel Turizo, Ozuna",2019-03-01,"5,498,058",https://open.spotify.com/track/3g4UyIcQwutiG0TfW32GnX,3g4UyIcQwutiG0TfW32GnX,137,
1737,I Fall Apart,Post Malone,2019-03-01,"5,483,388",https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,75ZvA4QfFiZvzhj2xkaWAh,138,0.615806852733543
1738,Best Part (feat. Daniel Caesar),H.E.R.,2019-03-01,"5,458,631",https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,4OBZT9EnhYIV17t4pGw7ig,139,0.7585011217389572
1739,Think About You,"Kygo, Valerie Broussard",2019-03-01,"5,444,159",https://open.spotify.com/track/3Kuu5vASpXK8oRsxOvau6P,3Kuu5vASpXK8oRsxOvau6P,140,0.6562346781905944
1740,We Will Rock You - Remastered,Queen,2019-03-01,"5,441,699",https://open.spotify.com/track/4pbJqGIASGPr0ZpGpnWkDn,4pbJqGIASGPr0ZpGpnWkDn,141,0.26564923371050675
1741,changes,XXXTENTACION,2019-03-01,"5,437,276",https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,7AFASza1mXqntmGtbxXprO,142,0.061891303474042036
1742,Thunder,Imagine Dragons,2019-03-01,"5,435,789",https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,1zB4vmk8tFRmM9UULNzbLB,143,0.5602898976349526
1743,Havana (feat. Young Thug),Camila Cabello,2019-03-01,"5,421,459",https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,1rfofaqEpACxVEHIZBJe6W,144,0.570261207836354
1744,Bad Girls (feat. Gucci Mane),Lil Skies,2019-03-01,"5,414,894",https://open.spotify.com/track/0hCHNYL8ApQCGNwJrYN1FY,0hCHNYL8ApQCGNwJrYN1FY,145,
1745,Splashin,Rich The Kid,2019-03-01,"5,374,560",https://open.spotify.com/track/79OEIr4J4FHV0O3KrhaXRb,79OEIr4J4FHV0O3KrhaXRb,146,0.9918949523695783
1746,Ruin My Life,Zara Larsson,2019-03-01,"5,365,847",https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU,5tAa8Uaqr4VvA3693mbIhU,147,0.6165140211956482
1747,The Middle,"Zedd, Maren Morris, Grey",2019-03-01,"5,352,769",https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,09IStsImFySgyp0pIQdqAc,148,0.7136165396079278
1748,Pa Mí - Remix,"Dalex, Rafa Pabön, KHEA, Sech, Cazzu, Feid, Lenny Tavárez",2019-03-01,"5,317,711",https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH,224EVTFiLsdQignUFLvDeH,149,
1749,FRIENDS,"Marshmello, Anne-Marie",2019-03-01,"5,317,083",https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,08bNPGLD8AhKpnnERrAc6G,150,0.6850029383933754
1750,Vaina Loca,"Ozuna, Manuel Turizo",2019-03-01,"5,303,441",https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA,48zFZh27QU5qsrBjn4C2FA,151,0.6156692827875619
1751,ocean eyes,Billie Eilish,2019-03-01,"5,289,082",https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,2uIX8YMNjGMD7441kqyyNU,152,0.8970867473254664
1752,Solo (feat. Demi Lovato),Clean Bandit,2019-03-01,"5,257,978",https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h,3NuK5xMlSlB6K2Qp16zf3h,153,0.079926028610525
1753,This Feeling,"The Chainsmokers, Kelsea Ballerini",2019-03-01,"5,243,239",https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl,4NBTZtAt1F13VvlSKe6KTl,154,0.008867794623848235
1754,Shotgun,George Ezra,2019-03-01,"5,206,835",https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC,4ofwffwvvnbSkrMSCKQDaC,155,0.1879778663183137
1755,Sola,Manuel Turizo,2019-03-01,"5,196,275",https://open.spotify.com/track/675w3ACw5xZR3ODhUJlEVN,675w3ACw5xZR3ODhUJlEVN,156,0.8949873602997294
1756,Forever Alone,Paulo Londra,2019-03-01,"5,089,602",https://open.spotify.com/track/5NPzbTzFxIQPaheZuPhn4f,5NPzbTzFxIQPaheZuPhn4f,157,
1757,ghostin,Ariana Grande,2019-03-01,"5,059,403",https://open.spotify.com/track/4lD7gHKF1e8Y9stQuVezZB,4lD7gHKF1e8Y9stQuVezZB,158,0.8927652436391721
1758,New Rules,Dua Lipa,2019-03-01,"5,058,901",https://open.spotify.com/track/2xJCMIJfcNYDc5iR0sAm2O,2xJCMIJfcNYDc5iR0sAm2O,159,0.6073777052102209
1759,Congratulations,"Post Malone, Quavo",2019-03-01,"5,015,253",https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,3a1lNhkSLSkpJE4MSHpDu9,160,0.00040833851288857304
1760,Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",2019-03-01,"4,993,324",https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i,3V8UKqhEK5zBkBb6d6ub8i,161,0.28010522049737674
1761,Baby,"Amenazzy, Nicky Jam, Farruko",2019-03-01,"4,987,705",https://open.spotify.com/track/2IA8cFA46DkjgbsRG7kKbp,2IA8cFA46DkjgbsRG7kKbp,162,
1762,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,2019-03-01,"4,961,292",https://open.spotify.com/track/0jAfdqv18goRTUxm3ilRjb,0jAfdqv18goRTUxm3ilRjb,163,0.6219287808434688
1763,Kiss and Make Up,"Dua Lipa, BLACKPINK",2019-03-01,"4,957,995",https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3,13hvHEstJ4sNbzdroPrPI3,164,0.24454132225767733
1764,Happy Now,"Kygo, Sandro Cavazza",2019-03-01,"4,923,085",https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4,14sOS5L36385FJ3OL8hew4,165,0.6266288155098139
1765,No Stylist (feat. Drake),French Montana,2019-03-01,"4,906,356",https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A,04MLEeAMuV9IlHEsD8vF6A,166,0.1781790571338714
1766,Big Plans,Why Don't We,2019-03-01,"4,874,644",https://open.spotify.com/track/6Yx181fZzA0YE2EkUsYruq,6Yx181fZzA0YE2EkUsYruq,167,
1767,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,2019-03-01,"4,864,839",https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM,6WkJ2OK163XXS2oARUC9JM,168,
1768,Space Cadet (feat. Gunna),Metro Boomin,2019-03-01,"4,812,293",https://open.spotify.com/track/1fewSx2d5KIZ04wsooEBOz,1fewSx2d5KIZ04wsooEBOz,169,0.08312212046357625
1769,Better When You're Gone,"David Guetta, Brooks, Loote",2019-03-01,"4,756,466",https://open.spotify.com/track/4Tvw0lweq9l2JPQKFbpbBQ,4Tvw0lweq9l2JPQKFbpbBQ,170,0.6730241404889583
1770,Electricity (with Dua Lipa),"Silk City, Diplo, Mark Ronson",2019-03-01,"4,754,956",https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,5N4erncE7kuUccm7zEmwzk,171,0.6474243961328489
1771,Almeda,Solange,2019-03-01,"4,746,650",https://open.spotify.com/track/6IAgarq2wDeYzpsY2Kx0Hw,6IAgarq2wDeYzpsY2Kx0Hw,172,
1772,Fuck Love (feat. Trippie Redd),XXXTENTACION,2019-03-01,"4,733,110",https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,7AQim7LbvFVZJE3O8TYgf2,173,0.24830948565798494
1773,Aullando,"Wisin & Yandel, Romeo Santos",2019-03-01,"4,718,398",https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus,7BuHdm4lQqcyG3qTwdkxus,174,
1774,Ric Flair Drip (& Metro Boomin),Offset,2019-03-01,"4,705,739",https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,7sO5G9EABYOXQKNPNiE9NR,175,0.5839624008846807
1775,Asesina - Remix,"Brytiago, Daddy Yankee, Ozuna, Darell, Anuel AA",2019-03-01,"4,704,902",https://open.spotify.com/track/59PYgzOiOjGDzjDT5N5oOX,59PYgzOiOjGDzjDT5N5oOX,176,0.16240002087325267
1776,Look Alive (feat. Drake),BlocBoy JB,2019-03-01,"4,702,500",https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL,4qKcDkK6siZ7Jp1Jb4m0aL,177,0.858837746945711
1777,Rise,"Jonas Blue, Jack & Jack",2019-03-01,"4,701,017",https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx,3KLygy1YWhmrQx0GRs7IOx,178,0.6807554243044787
1778,Just You and I,Tom Walker,2019-03-01,"4,693,086",https://open.spotify.com/track/03x2rVJRFUrvwlfxoHd9Mo,03x2rVJRFUrvwlfxoHd9Mo,179,
1779,BEBE,"6ix9ine, Anuel AA",2019-03-01,"4,686,778",https://open.spotify.com/track/4KkUjFkcQvGvWekl8RATDn,4KkUjFkcQvGvWekl8RATDn,180,0.5638422762021185
1780,Falling Down - Bonus Track,"Lil Peep, XXXTENTACION",2019-03-01,"4,666,004",https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9,4jvjzW7Hm0yK4LvvE0Paz9,181,0.6365109997590781
1781,Closer,"The Chainsmokers, Halsey",2019-03-01,"4,662,548",https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,7BKLCZ1jbUBVqRi2FVlTVw,182,0.17370931233955833
1782,Envy Me,Calboy,2019-03-01,"4,655,947",https://open.spotify.com/track/05t7JMip6JrLuSrMV5yYjX,05t7JMip6JrLuSrMV5yYjX,183,
1783,XO Tour Llif3,Lil Uzi Vert,2019-03-01,"4,648,185",https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,7GX5flRQZVHRAGd6B4TmDO,184,0.013455347439491061
1784,In My Blood,Shawn Mendes,2019-03-01,"4,645,537",https://open.spotify.com/track/2QZ7WLBE8h2y1Y5Fb8RYbH,2QZ7WLBE8h2y1Y5Fb8RYbH,185,0.710184646060042
1785,Photograph,Ed Sheeran,2019-03-01,"4,629,830",https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,6fxVffaTuwjgEk5h9QyRjy,186,0.8090340315660504
1786,Noticed,Lil Mosey,2019-03-01,"4,616,362",https://open.spotify.com/track/6JQvHMSaR8flFsN53ypOfP,6JQvHMSaR8flFsN53ypOfP,187,0.957973407178065
1787,MALA,"6ix9ine, Anuel AA",2019-03-01,"4,586,877",https://open.spotify.com/track/0LQ1J0BCzA2qnAgp9MkkNE,0LQ1J0BCzA2qnAgp9MkkNE,188,0.13923102965287604
1788,Happier,Ed Sheeran,2019-03-01,"4,541,371",https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,2RttW7RAu5nOAfq6YFvApB,189,0.9610840698117898
1789,Faucet Failure,Ski Mask The Slump God,2019-03-01,"4,519,016",https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN,1ThmUihH9dF8EV08ku5AXN,190,
1790,What A Time (feat. Niall Horan),Julia Michaels,2019-03-01,"4,516,584",https://open.spotify.com/track/5WtfUKzXircvW8l5aaVZWT,5WtfUKzXircvW8l5aaVZWT,191,
1791,Killer Queen - 2011 Mix,Queen,2019-03-01,"4,497,995",https://open.spotify.com/track/4cIPLtg1avt2Jm3ne9S1zy,4cIPLtg1avt2Jm3ne9S1zy,192,
1792,goosebumps,Travis Scott,2019-03-01,"4,492,718",https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,6gBFPUFcJLzWGx4lenP6h2,193,0.523073349786772
1793,Africa,TOTO,2019-03-01,"4,478,552",https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX,2374M0fQpWi3dLnB54qaLX,194,0.28385464065431754
1794,Ya No Tiene Novio,"Sebastian Yatra, Mau y Ricky",2019-03-01,"4,476,609",https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu,7uQmJ1jgNzBpATSoWKSPFu,195,0.9344079626499044
1795,I Love It (& Lil Pump),Kanye West,2019-03-01,"4,465,360",https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ,4S8d14HvHb70ImctNgVzQQ,196,0.2914707721204961
1796,Ta To Gucci (Remix),"Cauty, Brytiago, Darell, Cosculluela, Rafa Pabön, Chencho Corleone",2019-03-01,"4,458,066",https://open.spotify.com/track/7kuRvjpeUcn6qNV9IBXC2C,7kuRvjpeUcn6qNV9IBXC2C,197,
1797,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,2019-03-01,"4,449,143",https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e,4e4fqjx0Izh4svvTef1z7e,198,0.8655081744181992
1798,KIKA,"6ix9ine, Tory Lanez",2019-03-01,"4,440,881",https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3,6Gy7rXB6Ku5vIWC7WGWsl3,199,0.45233295329353307
1799,All Girls Are The Same,Juice WRLD,2019-03-01,"4,420,950",https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,4VXIryQMWpIdGgYR4TrjT1,200,
1800,7 rings,Ariana Grande,2019-03-08,"35,348,576",https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,6ocbgoVGwYJhOv1GgI9NsF,1,0.6071684001264578
1801,Sucker,Jonas Brothers,2019-03-08,"30,872,883",https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO,4y3OI86AEP6PQoDE6olYhO,2,
1802,Con Calma,"Daddy Yankee, Snow",2019-03-08,"28,993,620",https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,5w9c2J52mkdntKOmRLeM2m,3,0.5640448537134167
1803,"break up with your girlfriend, i'm bored",Ariana Grande,2019-03-08,"26,355,276",https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,4kV4N9D1iKVxx1KLvtTpjS,4,0.24498650227333818
1804,Shallow,"Lady Gaga, Bradley Cooper",2019-03-08,"26,234,982",https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2VxeLyX666F8uXCJ0dZF8B,5,0.6422171663487183
1805,Wow.,Post Malone,2019-03-08,"24,884,490",https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,6MWtB6iiXyIwun0YzU6DFP,6,0.7341644490158049
1806,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2019-03-08,"23,892,814",https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,3KkXRkHbMCARz0aVfEt68P,7,0.7196042779738121
1807,Dancing With A Stranger (with Normani),Sam Smith,2019-03-08,"19,634,400",https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,6Qs4SXO9dwPj5GKvVOv8Ki,8,0.8092716364335106
1808,Calma - Remix,"Pedro Capó, Farruko",2019-03-08,"18,337,974",https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,5iwz1NiezX7WWjnCgY5TH4,9,0.12196627883497402
1809,Happier,"Marshmello, Bastille",2019-03-08,"18,322,843",https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2dpaYNEQHiRxtZbfNsse99,10,0.9004925812877339
1810,Secreto,"Anuel AA, KAROL G",2019-03-08,"18,127,093",https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,5W83ErFkO3aKAIS1WMi6u0,11,0.23924671887969173
1811,MIDDLE CHILD,J. Cole,2019-03-08,"18,039,810",https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,2JvzF1RMd7lE3KmFlsyZD8,12,0.8806525345887696
1812,Sweet but Psycho,Ava Max,2019-03-08,"17,976,011",https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,25sgk305KZfyuqVBQIahim,13,0.6449172341502887
1813,bury a friend,Billie Eilish,2019-03-08,"17,651,210",https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP,4NzMOnvSJVNKF7nw5NkXIP,14,0.44663185125394
1814,wish you were gay,Billie Eilish,2019-03-08,"17,402,667",https://open.spotify.com/track/4txc3txsIt81diMzGhrVPS,4txc3txsIt81diMzGhrVPS,15,
1815,Without Me,Halsey,2019-03-08,"17,354,222",https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,5p7ujcrUXASCNwRaWNHR1C,16,0.6305629929982103
1816,"thank u, next",Ariana Grande,2019-03-08,"17,078,757",https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,3e9HZxeyfWwjeyPAMmWSSQ,17,0.9331353749855461
1817,Robbery,Juice WRLD,2019-03-08,"16,634,927",https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,6Hj9jySrnFppAI0sEMCZpJ,18,
